frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.5867,0.414,48583,0,35.3,65.47,-98.76,6.11,87.42,-127.21,66.95,54.16,-73.28,39.12,-1.37,-71.86,68.8,61.27,-51.25,4.3,40.91,-84.12,73.97
2,f01.png,0.6384,0.3621,16897,0,12.7,74.12,-99.94,15.73,70.49,-127.39,63.86,63.49,-71.03,28.32,8.68,-84.04,70.92,62.89,-51.12,-2.16,24.87,-95.41,75.96
3,f02.png,0.5516,0.4495,18817,0,14.4,49.37,-83.57,25.32,39.59,-103.66,100.0,17.86,-78.76,29.71,16.89,-95.23,66.45,48.44,-52.99,0.3,34.11,-77.05,77.15
4,f03.png,0.5611,0.4396,49735,0,35.0,45.27,-99.91,25.46,60.02,-91.41,99.99,43.26,-73.4,19.23,35.44,-81.17,70.81,46.7,-71.18,18.85,32.98,-82.9,77.55
5,f04.png,0.6317,0.3688,27073,0,18.1,60.33,-85.13,23.51,30.66,-120.19,99.97,63.48,-64.63,10.0,24.23,-96.73,70.14,68.26,-62.71,14.48,24.09,-91.82,59.4
6,f05.png,0.6495,0.3512,27073,0,18.0,29.85,-87.56,22.71,45.34,-118.0,53.07,22.66,-82.72,22.21,37.87,-66.2,43.99,25.74,-77.83,20.6,25.52,-72.6,40.91
7,f06.png,0.6076,0.3929,49735,0,31.5,41.71,-100.0,29.38,39.43,-145.69,50.13,38.62,-99.98,32.17,39.77,-55.21,53.14,45.09,-70.6,19.3,24.5,-73.15,67.92
8,f07.png,0.6799,0.3205,40519,0,25.1,38.14,-94.91,28.62,37.51,-136.21,58.42,4.72,-99.98,34.72,28.57,-54.65,51.61,49.27,-87.49,28.56,24.72,-72.64,20.7
9,f08.png,0.6411,0.3594,36679,0,22.2,36.64,-98.63,27.12,41.98,-157.21,38.38,-7.01,-100.0,28.32,46.72,-77.83,37.18,35.68,-75.05,21.35,38.24,-55.51,14.62
10,f09.png,0.6734,0.3272,38983,0,23.8,34.83,-99.98,29.14,40.14,-157.11,2.37,33.49,-99.98,28.92,56.2,-53.52,48.23,47.86,-72.42,30.69,15.83,-54.34,-9.88
11,f10.png,0.662,0.3384,27073,0,18.2,52.21,-100.0,28.05,28.5,-157.2,3.9,53.03,-88.22,26.05,39.13,-65.52,58.0,50.91,-79.44,27.9,18.11,-78.04,-8.03
12,f11.png,0.6155,0.3852,49735,0,31.9,66.71,-99.99,24.89,48.21,-157.18,3.95,66.28,-81.57,28.01,35.0,-68.8,58.35,71.1,-68.43,16.12,29.39,-74.56,-8.32
13,f12.png,0.6544,0.3461,27073,0,18.0,76.07,-99.85,18.41,55.24,-89.28,-9.96,86.03,-81.46,23.38,35.88,-83.04,-9.99,92.99,-53.39,20.18,19.61,-86.82,-5.21
