frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.5998,0.4016,40519,0,29.3,49.56,-99.33,-29.53,51.17,-85.44,-9.94,-99.08,-10.56,-0.27,-34.09,-77.97,83.38,-63.51,-3.02,-36.73,94.92,162.79,36.92
2,f01.png,0.6631,0.338,49735,0,36.6,51.8,-100.0,-23.76,57.51,-82.99,-9.43,-73.79,51.44,-68.83,-85.19,-53.2,14.65,-42.96,-30.17,-61.06,95.0,162.77,98.69
3,f02.png,0.691,0.31,49735,0,35.2,51.8,-100.0,-23.76,57.51,-82.99,-9.43,-73.94,65.12,-95.42,-66.75,-52.95,6.53,-42.96,-30.17,-61.06,95.0,162.77,98.69
4,f03.png,0.6726,0.3289,36295,0,22.6,47.26,-99.99,-21.85,63.65,-76.32,-9.99,-67.0,61.69,-96.83,-85.11,-70.46,-4.4,-60.55,-24.54,-26.23,95.0,162.12,100.0
5,f04.png,0.6828,0.3181,49735,0,32.0,51.87,-99.98,-24.29,56.61,-77.92,-9.99,-74.1,65.83,-96.65,-65.84,-65.83,-3.45,-44.97,-35.77,-51.43,88.59,162.79,99.91
6,f05.png,0.6827,0.3184,49735,0,32.2,49.63,-99.76,-27.65,66.56,-80.0,-9.92,-71.73,66.96,-96.72,-71.34,-65.16,-5.41,-41.72,-52.79,-24.72,95.0,162.79,99.1
7,f06.png,0.6978,0.3032,37255,0,23.5,52.79,-100.0,-25.17,57.54,-79.78,-9.35,-73.2,64.08,-96.83,-65.62,-69.93,-6.07,-42.56,-35.03,-56.49,94.1,162.77,99.33
8,f07.png,0.6789,0.3221,49735,0,32.2,50.72,-100.0,-29.03,68.19,-77.01,-9.92,-71.97,68.21,-96.74,-68.3,-80.1,-8.39,-49.33,-23.94,-36.01,94.95,162.57,97.4
9,f08.png,0.6886,0.3124,49735,0,32.2,52.41,-98.9,-26.64,58.45,-79.36,-9.78,-74.15,65.61,-96.45,-63.85,-68.94,-9.6,-43.81,-35.61,-53.52,94.3,162.76,96.77
10,f09.png,0.682,0.3192,49735,0,32.2,50.76,-99.51,-29.93,69.19,-81.39,-9.98,-71.22,66.08,-96.8,-74.06,-74.55,-9.3,-43.01,-50.95,-29.14,94.97,162.5,93.33
