frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.6792,0.3212,41287,0,29.5,-74.24,-43.96,-70.42,-60.01,54.8,60.05,39.6,-50.35,-90.98,-60.73,0.36,77.68,30.56,-42.21,-85.08,-46.02,-148.15,-9.94
2,f01.png,0.6897,0.3106,49735,0,37.4,-78.96,-31.15,-84.05,-64.92,59.62,60.78,46.49,-48.48,-96.07,-61.79,-2.68,74.65,35.15,-33.26,-96.76,-46.3,-149.64,-9.73
3,f02.png,0.6944,0.3059,49735,0,35.7,-78.9,-31.17,-83.89,-64.83,59.33,60.75,47.88,-48.39,-96.71,-58.49,-4.87,71.63,35.37,-33.12,-96.82,-45.74,-145.99,-9.32
4,f03.png,0.6693,0.3314,49735,0,32.0,-88.9,-28.93,-96.83,-71.26,82.14,99.91,44.69,-49.96,-96.82,-53.32,6.97,78.86,38.35,-37.78,-96.83,-47.65,-137.25,-10.0
5,f04.png,0.722,0.2784,40711,0,26.6,-44.27,-19.1,-90.89,-95.0,122.83,79.35,50.75,-52.44,-96.42,-52.82,-4.78,66.69,34.78,-36.73,-96.83,-52.32,-135.05,-8.19
6,f05.png,0.6909,0.3095,49735,0,32.8,-80.94,-27.55,-96.82,-94.94,111.07,78.16,46.43,-51.44,-96.83,-56.65,2.18,67.5,34.78,-36.73,-96.83,-52.32,-135.05,-8.19
7,f06.png,0.7144,0.2861,49735,0,33.4,-47.37,-19.91,-90.98,-91.85,120.3,78.16,50.43,-51.73,-96.39,-55.57,0.57,65.97,31.34,-35.55,-96.56,-55.78,-137.6,-9.58
8,f07.png,0.6988,0.3016,36295,0,23.1,-84.59,-28.28,-96.79,-94.98,105.43,91.37,44.9,-51.08,-96.83,-58.33,1.11,68.49,32.86,-36.8,-96.83,-50.92,-138.85,-9.97
9,f08.png,0.7106,0.2899,49735,0,33.5,-48.83,-20.27,-89.94,-92.58,114.56,90.1,50.12,-51.76,-96.15,-54.46,-3.82,67.09,34.29,-36.81,-95.04,-55.45,-137.65,-8.97
10,f09.png,0.6962,0.3042,37639,0,24.0,-84.58,-28.21,-96.73,-94.99,103.28,94.42,45.02,-51.13,-96.83,-57.52,-0.17,70.81,34.39,-36.82,-96.82,-50.58,-141.73,-10.0
