frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.5788,0.4227,41479,0,29.4,-50.77,-18.01,-78.83,-95.0,25.91,54.71,27.06,-73.28,-96.83,74.2,107.82,12.84,35.7,-45.07,-96.83,14.43,-157.2,20.36
2,f01.png,0.579,0.4224,49735,0,36.2,-50.77,-18.01,-78.83,-95.0,25.91,54.71,27.06,-73.28,-96.83,74.2,107.82,12.84,35.7,-45.07,-96.83,14.43,-157.2,20.36
3,f02.png,0.584,0.4174,49735,0,34.7,-50.77,-18.01,-78.83,-95.0,25.91,54.71,25.77,-75.51,-94.56,76.1,109.88,12.68,35.7,-45.07,-96.83,14.43,-157.2,20.36
4,f03.png,0.5974,0.404,36679,0,22.6,-46.64,-17.14,-85.61,-94.83,-4.35,64.64,26.59,-77.2,-96.82,79.48,111.45,5.35,34.38,-48.58,-96.81,17.93,-157.21,30.42
5,f04.png,0.5924,0.4091,49735,0,32.7,-46.64,-17.14,-85.61,-94.83,-4.35,64.64,23.49,-77.41,-95.91,81.28,113.31,3.51,34.38,-48.58,-96.81,17.93,-157.21,30.42
6,f05.png,0.5955,0.406,49735,0,32.1,-43.55,-16.46,-89.84,-94.94,-12.79,65.65,24.75,-78.62,-93.56,80.83,113.89,-0.17,34.38,-48.58,-96.81,17.93,-157.21,30.42
7,f06.png,0.606,0.3955,49735,0,32.1,-41.75,-16.52,-91.72,-93.02,-10.68,68.18,23.33,-81.31,-90.87,84.9,117.85,-2.58,40.54,-55.18,-92.65,24.63,-157.21,30.45
8,f07.png,0.6395,0.3617,39175,0,24.5,-40.78,-17.0,-93.16,-91.59,-3.56,95.58,21.77,-100.0,-55.28,71.79,121.8,-8.36,40.74,-54.07,-96.8,31.23,-157.21,34.48
9,f08.png,0.6429,0.3583,49735,0,32.2,-43.08,-18.25,-94.94,-92.35,-3.81,98.94,21.77,-100.0,-55.28,71.79,121.8,-8.36,42.86,-55.9,-96.08,32.27,-157.02,34.5
10,f09.png,0.6523,0.3489,49735,0,32.5,-46.23,-20.35,-92.63,-93.96,-3.0,99.2,22.47,-99.98,-52.71,72.67,117.34,-6.6,43.16,-55.82,-96.82,31.99,-157.18,35.4
11,f10.png,0.6684,0.3327,38215,0,24.3,-50.03,-21.76,-93.82,-94.99,-7.46,83.95,23.84,-100.0,-54.29,75.27,114.67,-5.97,45.39,-57.33,-96.82,37.91,-157.21,13.94
12,f11.png,0.6631,0.338,49735,0,32.5,-52.42,-25.19,-91.18,-94.96,-11.87,85.29,22.84,-99.99,-54.53,78.16,110.97,-2.63,45.39,-57.33,-96.82,37.91,-157.21,13.94
13,f12.png,0.6638,0.3373,49735,0,32.6,-55.4,-26.94,-90.45,-94.71,-11.55,85.08,23.05,-99.99,-54.53,77.4,105.3,-2.93,49.84,-59.6,-96.83,38.4,-156.56,13.98
14,f13.png,0.6648,0.3364,49735,0,32.6,-55.4,-26.94,-90.45,-94.71,-11.55,85.08,23.01,-100.0,-54.55,77.44,104.51,-1.97,50.65,-59.45,-96.82,36.59,-156.84,10.72
