frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.7204,0.2801,49735,0,34.2,46.75,-40.74,29.23,94.96,153.69,76.98,99.12,-49.61,15.32,87.36,110.31,12.08,18.95,-28.59,6.56,94.99,-57.27,99.54
2,f01.png,0.7203,0.2802,49735,0,34.2,46.75,-40.74,29.23,94.96,153.69,76.98,99.12,-49.61,15.32,87.36,110.31,12.08,18.95,-28.59,6.56,94.99,-57.27,99.54
3,f02.png,0.715,0.2855,49735,0,32.0,46.75,-40.74,29.23,94.96,153.69,76.98,99.12,-49.61,15.32,87.36,110.31,12.08,19.41,-30.26,7.1,94.99,-57.44,99.53
4,f03.png,0.7163,0.2842,49735,0,29.7,46.75,-40.74,29.23,94.96,153.69,76.98,99.37,-48.24,19.0,84.75,115.98,13.54,18.11,-31.63,9.1,94.94,-60.17,99.99
5,f04.png,0.7236,0.2768,49735,0,29.4,44.51,-44.87,33.01,95.0,150.33,87.86,99.24,-51.05,20.71,91.3,126.22,17.7,11.99,-34.56,12.41,94.96,-70.55,98.83
6,f05.png,0.7243,0.2761,49735,0,29.5,44.51,-44.87,33.01,95.0,150.33,87.86,99.24,-51.05,20.71,91.3,126.22,17.7,11.99,-34.56,12.41,94.96,-70.55,98.83
7,f06.png,0.7245,0.276,35143,0,20.2,42.95,-45.29,37.54,89.41,146.51,69.69,92.02,-74.9,27.47,90.0,104.7,46.13,1.66,-36.84,19.71,94.99,-78.98,97.42
8,f07.png,0.7214,0.279,49735,0,29.2,45.02,-45.03,38.96,86.94,146.06,82.05,91.73,-76.61,31.24,94.73,100.55,63.51,-1.34,-37.95,23.16,94.98,-87.34,96.37
9,f08.png,0.7087,0.2917,49735,0,29.4,45.02,-45.03,38.96,86.94,146.06,82.05,90.8,-76.64,34.41,94.99,96.15,66.8,-3.86,-38.05,25.14,95.0,-93.83,99.92
10,f09.png,0.7013,0.2991,49735,0,29.7,51.41,-44.31,40.81,74.84,154.23,99.87,87.03,-68.92,38.29,95.0,96.83,84.53,-3.96,-40.67,29.93,94.95,-112.08,99.58
11,f10.png,0.6972,0.3032,36679,0,21.1,58.36,-44.87,31.82,56.98,162.71,99.98,82.79,-73.89,41.1,95.0,95.96,99.89,2.08,-20.45,40.11,93.28,-80.34,91.59
12,f11.png,0.7329,0.2674,49735,0,29.9,67.05,-50.05,32.92,33.85,154.87,99.89,79.52,-71.18,41.74,91.74,88.71,99.89,-1.4,-16.63,49.42,82.36,-81.98,91.61
13,f12.png,0.7298,0.2705,49735,0,29.9,67.61,-50.52,35.71,26.73,156.49,99.92,79.52,-71.18,41.74,91.74,88.71,99.89,-1.4,-16.63,49.42,82.36,-81.98,91.61
14,f13.png,0.7327,0.2676,49735,0,30.0,67.61,-50.52,35.71,26.73,156.49,99.92,79.52,-71.18,41.74,91.74,88.71,99.89,-0.01,-17.93,51.76,75.75,-79.14,92.21
