frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.5359,0.4864,7783,0,6.2,25.88,-17.14,-83.26,-92.76,-139.49,2.76,-60.87,21.93,-96.49,-52.31,97.66,-4.43,33.07,-20.67,-96.39,-19.24,118.85,15.57
2,f01.png,0.5446,0.4772,7207,0,5.6,22.44,-17.43,-82.33,-94.88,-126.75,5.26,-60.33,22.54,-95.88,-54.26,97.13,0.74,25.43,-20.34,-96.73,-17.98,107.03,15.17
3,f02.png,0.541,0.4807,7207,0,5.5,22.44,-17.43,-82.33,-94.88,-126.75,5.26,-53.18,17.06,-95.56,-49.66,83.44,-2.92,26.26,-22.82,-95.35,-13.6,108.33,13.11
4,f03.png,0.5383,0.4829,7207,0,5.2,23.99,-12.46,-93.76,-93.89,-119.37,4.8,-51.63,16.72,-96.42,-52.22,78.9,-4.86,26.73,-21.41,-96.81,-15.15,110.79,10.56
5,f04.png,0.5397,0.4813,7207,0,5.2,19.57,-11.58,-95.32,-92.7,-124.68,-1.84,-52.13,15.9,-96.68,-54.11,52.52,-1.71,28.87,-19.6,-96.83,-22.95,124.34,-7.63
6,f05.png,0.5421,0.4787,7207,0,5.2,19.57,-11.58,-95.32,-92.7,-124.68,-1.84,-51.25,16.31,-96.72,-56.73,64.53,3.89,26.21,-21.6,-95.85,-17.89,128.59,-8.05
7,f06.png,0.5439,0.4767,7207,0,5.1,19.43,-11.33,-96.82,-95.0,-124.72,-2.81,-52.15,18.94,-96.76,-72.89,58.5,27.6,37.12,-20.68,-96.0,-23.01,119.55,-9.62
8,f07.png,0.5586,0.461,7207,0,5.2,23.5,-14.83,-96.53,-92.71,-123.19,-8.36,-58.52,16.34,-96.12,-69.0,52.32,33.76,42.8,-25.97,-96.83,-17.24,116.78,-9.51
9,f08.png,0.5652,0.453,7207,0,5.2,20.19,-15.37,-96.83,-94.86,-129.56,-9.98,-55.59,19.08,-96.58,-77.95,71.68,35.88,43.27,-30.36,-92.02,-15.84,116.15,-9.92
10,f09.png,0.5743,0.4428,7207,0,5.3,27.53,-16.77,-96.83,-94.93,-125.18,-9.91,-62.79,17.5,-96.72,-76.45,64.18,38.33,50.61,-34.59,-89.72,-16.32,119.72,-10.0
11,f10.png,0.5721,0.4439,7207,0,5.3,33.67,-18.26,-95.64,-95.0,-119.97,-9.94,-58.7,16.39,-96.37,-84.12,48.18,32.63,47.26,-31.64,-96.36,-10.67,122.83,-9.46
12,f11.png,0.5824,0.4328,7207,0,5.1,39.14,-19.3,-96.83,-94.83,-122.23,-9.33,-61.09,17.97,-96.83,-91.31,27.69,28.62,50.61,-33.74,-96.8,-4.89,135.79,-10.0
13,f12.png,0.5864,0.4286,7207,0,5.3,39.14,-19.3,-96.83,-94.83,-122.23,-9.33,-65.17,19.1,-96.71,-94.94,22.28,32.41,56.51,-36.75,-96.48,-6.58,142.49,-9.72
14,f13.png,0.5869,0.4281,7207,0,5.3,39.14,-19.3,-96.83,-94.83,-122.23,-9.33,-65.17,19.1,-96.71,-94.94,22.28,32.41,56.78,-36.64,-96.78,-6.66,145.78,-9.19
