frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.591,0.4095,51655,0,37.7,84.94,-3.91,-22.84,13.35,-86.86,56.19,57.82,-100.0,-96.83,9.17,-101.25,86.75,76.9,0.77,-45.96,48.71,-110.59,53.22
2,f01.png,0.6051,0.3953,38215,0,27.3,87.88,-8.36,-19.98,18.4,-84.3,38.41,57.34,-100.0,-96.83,-3.35,-105.87,98.15,77.72,0.63,-46.05,48.45,-93.8,91.42
3,f02.png,0.6097,0.3907,49735,0,34.5,88.22,-7.7,-20.81,17.75,-87.01,40.19,57.34,-100.0,-96.83,-3.35,-105.87,98.15,78.94,5.88,-52.16,45.61,-92.2,90.95
4,f03.png,0.5915,0.4089,49735,0,31.3,88.19,-10.83,-17.39,17.51,-87.16,46.52,57.34,-100.0,-96.83,-3.35,-105.87,98.15,80.02,9.03,-53.22,44.62,-114.68,90.63
5,f04.png,0.5925,0.4081,27073,0,18.1,93.59,-14.5,-16.54,23.11,-87.04,27.63,56.66,-100.0,-96.83,-23.9,-109.45,99.47,83.49,4.73,-54.28,52.34,-92.36,79.11
6,f05.png,0.599,0.4015,49735,0,31.4,93.15,-0.17,-29.46,15.96,-97.68,29.77,56.66,-100.0,-96.83,-23.9,-109.45,99.47,83.49,4.73,-54.28,52.34,-92.36,79.11
7,f06.png,0.5979,0.4026,49735,0,31.5,93.15,-0.17,-29.46,15.96,-97.68,29.77,56.66,-100.0,-96.83,-23.9,-109.45,99.47,83.49,4.73,-54.28,52.34,-92.36,79.11
8,f07.png,0.5787,0.4218,49735,0,31.5,92.88,0.91,-29.31,13.77,-95.84,30.99,56.66,-100.0,-96.83,-23.9,-109.45,99.47,83.49,4.73,-54.28,52.34,-92.36,79.11
9,f08.png,0.5763,0.4243,49735,0,31.4,92.94,0.97,-29.34,13.34,-96.12,30.93,56.66,-100.0,-96.83,-23.9,-109.45,99.47,83.49,4.73,-54.28,52.34,-92.36,79.11
10,f09.png,0.5597,0.4408,49735,0,31.6,92.66,1.48,-29.29,13.0,-93.44,32.03,56.66,-100.0,-96.83,-23.9,-109.45,99.47,83.49,4.73,-54.28,52.34,-92.36,79.11
11,f10.png,0.5543,0.4463,49735,0,31.4,92.63,1.56,-29.39,13.05,-93.31,32.15,56.66,-100.0,-96.83,-23.9,-109.45,99.47,83.49,4.73,-54.28,52.34,-92.36,79.11
12,f11.png,0.5546,0.4459,49735,0,31.4,92.57,3.1,-31.64,14.29,-92.39,32.1,56.66,-100.0,-96.83,-23.9,-109.45,99.47,83.49,4.73,-54.28,52.34,-92.36,79.11
13,f12.png,0.5529,0.4477,49735,0,31.5,93.97,-0.58,-28.29,13.09,-99.73,38.12,56.66,-100.0,-96.83,-23.9,-109.45,99.47,87.21,-0.27,-54.18,57.18,-100.88,79.62
14,f13.png,0.574,0.4266,49735,0,31.7,97.9,-1.66,-23.32,5.86,-113.17,32.63,56.2,-100.0,-96.79,-20.01,-93.82,97.07,95.31,-2.64,-54.83,68.59,-100.38,50.63
15,f14.png,0.5598,0.4407,49735,0,31.6,97.9,-1.66,-23.32,5.86,-113.17,32.63,56.2,-100.0,-96.79,-20.01,-93.82,97.07,95.31,-2.64,-54.83,68.59,-100.38,50.63
