frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.6193,0.381,51655,0,34.7,-88.13,-95.38,11.0,-67.77,-87.42,44.69,88.15,-80.47,79.34,-65.62,11.98,90.03,-95.0,-48.65,-63.92,-92.19,-41.97,21.86
2,f01.png,0.6258,0.3745,49735,0,35.0,-88.13,-95.38,11.0,-67.77,-87.42,44.69,88.15,-80.47,79.34,-65.62,11.98,90.03,-95.0,-48.65,-63.92,-92.19,-41.97,21.86
3,f02.png,0.6319,0.3683,49735,0,31.8,-88.13,-95.38,11.0,-67.77,-87.42,44.69,88.15,-80.47,79.34,-65.62,11.98,90.03,-95.0,-48.65,-63.92,-92.19,-41.97,21.86
4,f03.png,0.6393,0.361,34951,0,20.7,-84.23,-100.0,17.23,-65.6,-91.77,45.03,90.12,-61.59,83.72,-50.7,8.36,78.35,-91.73,-50.3,-55.09,-87.61,-74.79,0.92
5,f04.png,0.6103,0.39,49735,0,29.9,-84.23,-100.0,17.23,-65.6,-91.77,45.03,90.12,-61.59,83.72,-50.7,8.36,78.35,-91.73,-50.3,-55.09,-87.61,-74.79,0.92
6,f05.png,0.6092,0.3911,49735,0,30.6,-84.23,-100.0,17.23,-65.6,-91.77,45.03,88.46,-70.12,89.99,-41.09,17.01,73.69,-91.73,-50.3,-55.09,-87.61,-74.79,0.92
7,f06.png,0.6081,0.3922,49735,0,29.9,-84.23,-100.0,17.23,-65.6,-91.77,45.03,88.66,-69.67,89.08,-39.54,17.84,72.64,-91.73,-50.3,-55.09,-87.61,-74.79,0.92
8,f07.png,0.5973,0.403,49735,0,30.0,-83.2,-87.82,3.22,-76.3,-90.32,46.0,88.73,-69.53,88.43,-38.91,14.3,72.5,-90.63,-51.35,-54.79,-82.15,-74.38,1.71
9,f08.png,0.616,0.3843,49735,0,30.0,-85.36,-89.0,-4.73,-63.77,-84.85,39.44,88.58,-69.48,88.85,-39.32,13.58,72.59,-90.63,-51.35,-54.79,-82.15,-74.38,1.71
10,f09.png,0.5955,0.4048,49735,0,30.0,-85.36,-89.0,-4.73,-63.77,-84.85,39.44,88.52,-69.45,88.87,-39.55,12.83,72.61,-90.48,-51.9,-54.79,-81.91,-74.09,1.65
11,f10.png,0.5939,0.4064,49735,0,30.3,-85.48,-88.78,-6.64,-63.95,-89.58,38.63,88.54,-69.48,88.8,-39.6,12.96,72.58,-90.79,-52.5,-55.15,-81.76,-74.06,1.72
12,f11.png,0.5972,0.4031,49735,0,29.9,-85.49,-88.8,-6.66,-63.3,-88.5,38.74,88.51,-69.46,88.88,-39.49,12.96,72.64,-92.12,-53.06,-55.28,-82.17,-73.94,2.11
13,f12.png,0.589,0.4114,14209,0,9.6,-81.58,-79.86,-3.99,-82.62,-92.17,39.18,89.5,-68.95,85.18,-32.28,-0.66,78.38,-87.72,-53.26,-62.53,-92.08,-105.87,22.56
14,f13.png,0.5891,0.4112,49735,0,29.8,-79.94,-82.84,-11.0,-69.45,-98.57,31.33,88.55,-69.86,86.87,-32.12,-6.43,78.29,-83.5,-54.31,-60.7,-88.77,-111.07,21.58
15,f14.png,0.5831,0.4172,49735,0,29.8,-80.0,-82.44,-12.07,-69.56,-99.5,31.25,88.79,-69.84,86.57,-31.52,-8.52,78.07,-83.5,-54.31,-60.7,-88.77,-111.07,21.58
