frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.7844,0.2158,28336,0,19.9,69.68,-33.92,-82.87,91.48,-62.91,99.98,73.16,-42.1,-86.75,-64.64,78.67,-8.67,57.3,-19.5,-91.77,-36.61,-88.03,92.05
2,f01.png,0.7938,0.2064,26768,0,18.9,71.87,-38.1,-77.29,85.9,-69.68,98.68,71.97,-35.6,-95.03,-65.48,82.26,-9.87,53.29,-22.43,-87.72,-34.88,-82.26,90.15
3,f02.png,0.7735,0.2268,28592,0,19.8,78.38,-36.99,-95.77,85.02,-70.41,99.91,72.36,-33.8,-96.29,-68.35,89.68,-9.54,33.04,-26.39,-84.53,-41.7,-85.92,83.67
4,f03.png,0.7243,0.276,49735,0,35.0,76.48,-33.7,-96.72,85.96,-76.98,99.22,73.17,-32.75,-96.82,-71.39,94.59,-9.57,32.0,-25.95,-85.54,-42.88,-74.41,76.7
5,f04.png,0.7506,0.2497,49735,0,31.3,106.08,-20.3,-66.58,64.73,-95.81,95.38,65.62,-22.84,-96.83,-95.0,103.42,-10.0,30.14,-22.6,-89.21,-41.8,-54.48,37.46
6,f05.png,0.7556,0.2446,28592,0,17.9,104.92,-20.83,-53.62,51.42,-97.46,91.16,68.89,-24.4,-96.82,-94.92,110.45,-9.95,29.16,-23.02,-87.0,-46.45,-45.83,42.4
7,f06.png,0.7452,0.2551,36103,0,22.8,109.28,-25.39,-49.57,55.15,-92.67,90.55,70.52,-25.92,-96.81,-94.97,120.96,-8.72,26.01,-21.74,-93.11,-54.41,-61.74,43.81
8,f07.png,0.7289,0.2715,49735,0,33.0,110.0,-28.47,-43.88,50.42,-93.1,90.11,71.03,-26.44,-96.83,-94.72,120.08,-3.64,26.01,-21.74,-93.11,-54.41,-61.74,43.81
9,f08.png,0.711,0.2894,43015,0,27.5,110.0,-33.57,-34.91,47.02,-89.48,88.69,73.51,-27.15,-96.81,-94.9,128.53,-7.7,24.98,-21.46,-95.62,-53.49,-55.24,54.77
10,f09.png,0.6954,0.305,49735,0,33.3,109.9,-32.5,-34.26,46.17,-86.52,89.43,73.51,-27.15,-96.81,-94.9,128.53,-7.7,24.98,-21.46,-95.62,-53.49,-55.24,54.77
11,f10.png,0.6974,0.3029,49735,0,33.6,110.0,-32.45,-34.71,46.99,-86.22,90.13,73.51,-27.15,-96.81,-94.9,128.53,-7.7,24.5,-24.52,-91.37,-55.8,-43.8,57.46
12,f11.png,0.6971,0.3032,49735,0,33.6,110.0,-32.45,-34.71,46.99,-86.22,90.13,73.51,-27.15,-96.81,-94.9,128.53,-7.7,24.76,-28.26,-84.12,-60.4,-44.93,58.71
13,f12.png,0.7051,0.2952,49735,0,33.6,109.99,-31.71,-35.23,45.61,-87.41,90.76,73.51,-27.15,-96.81,-94.9,128.53,-7.7,26.92,-30.38,-81.77,-60.73,-42.08,60.85
14,f13.png,0.72,0.2803,49735,0,33.7,109.98,-32.45,-33.5,42.63,-88.91,89.61,75.53,-28.92,-96.82,-94.98,143.42,-7.68,29.02,-30.26,-80.3,-66.34,-43.06,64.19
15,f14.png,0.7346,0.2657,49735,0,33.7,109.98,-32.45,-33.5,42.63,-88.91,89.61,75.53,-28.92,-96.82,-94.98,143.42,-7.68,27.07,-29.89,-78.98,-68.58,-39.84,65.21
16,f15.png,0.7109,0.2895,49735,0,33.6,110.0,-32.27,-33.81,41.94,-89.88,90.01,75.53,-28.92,-96.82,-94.98,143.42,-7.68,24.24,-26.95,-82.68,-67.75,-41.81,62.22
17,f16.png,0.7681,0.2321,26768,0,17.2,110.0,-32.27,-33.81,41.94,-89.88,90.01,75.53,-28.92,-96.82,-94.98,143.42,-7.68,26.6,-32.47,-73.78,-71.21,-41.6,63.47
18,f17.png,0.7894,0.2108,26768,0,17.3,110.0,-32.91,-33.22,42.81,-89.24,89.1,74.63,-30.49,-96.65,-95.0,141.12,-8.31,33.02,-36.61,-68.14,-72.82,-39.81,63.48
19,f18.png,0.6888,0.3116,49735,0,33.5,110.0,-32.91,-33.22,42.81,-89.24,89.1,70.97,-27.06,-96.83,-94.94,127.31,-7.76,23.76,-29.93,-80.39,-62.78,-45.55,67.03
20,f19.png,0.6719,0.3285,49735,0,33.4,110.0,-32.91,-33.22,42.81,-89.24,89.1,65.77,-27.65,-96.81,-94.94,134.21,-9.43,25.14,-28.21,-84.53,-59.99,-50.9,65.94
21,f20.png,0.6729,0.3275,49735,0,33.2,110.0,-32.91,-33.22,42.81,-89.24,89.1,66.03,-27.28,-96.83,-94.89,134.82,-9.48,25.5,-26.52,-88.24,-56.51,-48.31,68.49
