frame,arm0_q0,arm0_q1,arm0_q2,arm0_q3,arm0_q4,arm0_q5,arm1_q0,arm1_q1,arm1_q2,arm1_q3,arm1_q4,arm1_q5,arm2_q0,arm2_q1,arm2_q2,arm2_q3,arm2_q4,arm2_q5
0,1.486938,-1.739978,-1.336953,-0.698629,-1.044833,0.144571,-1.296339,-0.900138,-1.689961,-1.094425,-0.938592,1.470081,1.551406,-1.632741,1.307378,1.174436,-1.048029,0.879475
1,1.502624,-1.344111,-1.685610,-0.550057,-1.040413,0.049496,-1.185448,-0.868530,-1.405289,-1.328216,-0.768124,1.472659,1.537824,-1.588542,1.548063,1.207148,-1.039048,0.868823
2,1.474960,-1.726171,-1.491952,-0.304337,-1.390961,0.674520,-1.272763,-0.883047,-1.689988,-0.698814,-0.084522,0.430657,1.523406,-1.740522,1.253859,0.808850,-0.421917,1.691397
3,1.515426,-1.711493,-1.386448,-0.247500,-1.736417,1.264051,-1.344184,-0.910161,-1.689955,-0.403734,0.302568,0.747189,1.634360,-1.743916,1.399684,0.364343,-0.207226,1.178481
4,1.456125,-1.607868,-1.469001,-0.317942,-1.560401,1.343128,-1.328919,-0.889645,-1.680710,-0.518683,0.093927,0.705343,1.637653,-1.739945,1.515326,0.355097,-0.098245,1.182501
5,1.248209,-1.743272,-1.543430,0.191347,-1.578401,1.565950,-1.303752,-0.838242,-1.670313,-0.569705,-0.088845,0.624885,1.656458,-1.715844,1.521027,0.252514,0.029929,1.272122
6,1.459474,-1.745025,-1.523751,0.075170,-1.756128,1.700455,-1.266122,-0.953317,-1.689999,-0.680369,-0.155546,0.397832,1.544696,-1.582238,1.239101,0.278358,-1.081970,1.079276
7,1.512353,-1.745318,-1.677771,-0.070532,-1.950485,1.563307,-1.279298,-0.871572,-1.686160,-0.708407,-0.318802,0.508974,1.618240,-1.739504,1.478840,0.322112,-0.047468,0.783217
8,1.497052,-1.740990,-1.679787,-0.314014,-2.240336,0.918541,-1.324892,-0.989855,-1.689980,-0.539749,0.087665,0.421065,1.544651,-1.744005,1.306895,0.305019,-1.010450,0.325231
9,1.436365,-1.743598,-1.686142,-0.053859,-2.144947,0.874368,-1.271154,-0.876990,-1.673460,-0.757344,-0.412009,0.489514,1.600767,-1.742288,1.575135,1.089231,-0.796410,-0.163129
10,1.503483,-1.707808,-1.638342,-0.193852,-2.412071,0.851506,-1.304949,-0.945853,-1.689983,-0.461200,0.084164,0.762418,1.545858,-1.706566,1.130025,0.996975,-0.227613,-0.130302
11,1.466211,-1.724732,-1.671634,-0.257525,-2.096678,0.788708,-1.274121,-0.980918,-1.689797,-0.580738,-0.230157,0.450935,1.546690,-1.591169,1.103476,0.870842,-0.318387,0.944449
12,1.458046,-1.715765,-1.560653,-0.376654,-1.681300,0.569837,-1.284238,-0.844126,-1.690000,-0.730360,-0.287701,0.406061,1.612997,-1.744762,1.533513,0.382502,-0.059321,1.729240
13,1.457897,-1.716957,-1.557053,-0.389043,-1.682492,0.572303,-1.291505,-1.087891,-1.204703,-0.994640,-0.114104,0.365512,1.612997,-1.744762,1.533513,0.382502,-0.059321,1.729240
14,1.433803,-1.490114,-1.582566,-0.646946,-1.898417,0.557460,-1.366313,-1.102808,-1.261616,-0.773137,0.032733,0.363270,1.646789,-1.706761,1.552444,0.383541,0.011698,1.718654
