sequence_id,source,ref,n_frames,loop,size,row,frame_idx,shadow,iou_reported,iou,dice,boundary_iou,nsd,chamfer,hd95,cldice,hu_distance,fourier_distance,d_betti0,d_betti1,betti_error,pw_h0,pw_h1,n_limbs_target,n_limbs_shadow,limb_offset_rel,limbs_unmatched,tc_iou,tc_aspect_target,tc_aspect_shadow,tc_aspect_error,step_to,dq_max_deg,dq_l2_deg,dq_infeasible,shadow_step_iou,target_step_iou,motion_excess,n_transitions,iou_reported_mean,iou_reported_min,iou_reported_max,iou_reported_std,iou_mean,iou_min,iou_max,iou_std,dice_mean,dice_min,dice_max,dice_std,boundary_iou_mean,boundary_iou_min,boundary_iou_max,boundary_iou_std,nsd_mean,nsd_min,nsd_max,nsd_std,chamfer_mean,chamfer_min,chamfer_max,chamfer_std,hd95_mean,hd95_min,hd95_max,hd95_std,cldice_mean,cldice_min,cldice_max,cldice_std,hu_distance_mean,hu_distance_min,hu_distance_max,hu_distance_std,fourier_distance_mean,fourier_distance_min,fourier_distance_max,fourier_distance_std,d_betti0_mean,d_betti0_min,d_betti0_max,d_betti0_std,d_betti1_mean,d_betti1_min,d_betti1_max,d_betti1_std,betti_error_mean,betti_error_min,betti_error_max,betti_error_std,pw_h0_mean,pw_h0_min,pw_h0_max,pw_h0_std,pw_h1_mean,pw_h1_min,pw_h1_max,pw_h1_std,n_limbs_target_mean,n_limbs_target_min,n_limbs_target_max,n_limbs_target_std,n_limbs_shadow_mean,n_limbs_shadow_min,n_limbs_shadow_max,n_limbs_shadow_std,limb_offset_rel_mean,limb_offset_rel_min,limb_offset_rel_max,limb_offset_rel_std,limbs_unmatched_mean,limbs_unmatched_min,limbs_unmatched_max,limbs_unmatched_std,tc_iou_mean,tc_iou_min,tc_iou_max,tc_iou_std,tc_aspect_target_mean,tc_aspect_target_min,tc_aspect_target_max,tc_aspect_target_std,tc_aspect_shadow_mean,tc_aspect_shadow_min,tc_aspect_shadow_max,tc_aspect_shadow_std,tc_aspect_error_mean,tc_aspect_error_min,tc_aspect_error_max,tc_aspect_error_std,dq_max_deg_mean,dq_max_deg_min,dq_max_deg_max,dq_max_deg_std,dq_l2_deg_mean,dq_l2_deg_min,dq_l2_deg_max,dq_l2_deg_std,shadow_step_iou_mean,shadow_step_iou_min,shadow_step_iou_max,shadow_step_iou_std,target_step_iou_mean,target_step_iou_min,target_step_iou_max,target_step_iou_std,motion_excess_mean,motion_excess_min,motion_excess_max,motion_excess_std,dq_infeasible_frac,dq_infeasible_thr_deg,fit_scale,fit_dx,fit_dy,fit_clip_frac,fit_at_bound,assignment_stability,n_arm_swaps,total_path_length_deg,dq_max_deg_by_transition
demo_01_scene_05_I,optimizer,original,13,0,128,frame,0,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_01_20260902_021527/best_shadow.png,0.7531,0.3879,0.5589,0.063,0.084,0.03281,0.06466,0.5908,2.1639,0.2195,0,0,0,0.0321,0.0,3,3,0.0719,0,0.5435,0.4636,0.4766,0.0279,0->1,0.0,0.0,0,1.0,0.9912,-0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,1,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_02_20260902_021527/best_shadow.png,0.7514,0.3871,0.5582,0.064,0.0954,0.03256,0.06466,0.5795,2.1924,0.2155,0,0,0,0.03634,0.0,3,3,0.0704,0,0.5432,0.4636,0.4766,0.0279,1->2,0.0,0.0,0,1.0,0.9954,-0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,2,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_03_20260902_021527/best_shadow.png,0.7492,0.3858,0.5568,0.0656,0.0853,0.03273,0.06539,0.5792,2.1782,0.2172,0,0,0,0.03507,0.0,3,3,0.0664,0,0.542,0.4636,0.4766,0.0279,2->3,0.0,0.0,0,1.0,0.9954,-0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,3,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_04_20260902_021527/best_shadow.png,0.7483,0.3852,0.5562,0.063,0.0966,0.03264,0.06539,0.5687,2.1939,0.2107,0,0,0,0.0348,0.0,3,3,0.0704,0,0.5427,0.4636,0.4766,0.0279,3->4,0.0,0.0,0,1.0,0.9937,-0.0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,4,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_05_20260902_021527/best_shadow.png,0.7461,0.3839,0.5548,0.063,0.094,0.03261,0.06539,0.5621,2.2204,0.2116,0,0,0,0.03507,0.0,3,3,0.0704,0,0.5433,0.4636,0.4766,0.0279,4->5,0.0,0.0,0,1.0,0.9983,-0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,5,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_06_20260902_021527/best_shadow.png,0.7465,0.3846,0.5555,0.063,0.0952,0.03256,0.06539,0.5618,2.2147,0.2113,0,0,0,0.03507,0.0,3,3,0.0704,0,0.544,0.4636,0.4766,0.0279,5->6,0.0,0.0,0,1.0,0.9949,-0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,6,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_07_20260902_021527/best_shadow.png,0.7484,0.3848,0.5557,0.063,0.0952,0.03258,0.06539,0.5649,2.2395,0.2107,0,0,0,0.03507,0.0,3,3,0.069,0,0.5442,0.4636,0.4766,0.0279,6->7,0.0,0.0,0,1.0,0.9941,-0.0059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,7,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_08_20260902_021527/best_shadow.png,0.747,0.3842,0.5551,0.0626,0.0957,0.03278,0.06539,0.5609,2.2044,0.2111,0,0,0,0.0348,0.0,3,3,0.069,0,0.5432,0.4636,0.4766,0.0279,7->8,0.0,0.0,0,1.0,0.9916,-0.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,8,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_09_20260902_021527/best_shadow.png,0.7501,0.386,0.557,0.0656,0.0866,0.03266,0.06466,0.5819,2.2151,0.2167,0,0,0,0.0348,0.0,3,3,0.0704,0,0.5418,0.4636,0.4766,0.0279,8->9,0.0,0.0,0,1.0,0.9903,-0.0097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,9,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_10_20260902_021527/best_shadow.png,0.7463,0.3844,0.5553,0.0621,0.0956,0.03263,0.06539,0.5609,2.249,0.2108,0,0,0,0.0348,0.0,3,3,0.069,0,0.5444,0.4636,0.4766,0.0279,9->10,0.0,0.0,0,1.0,0.9966,-0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,10,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_11_20260902_021527/best_shadow.png,0.7446,0.3843,0.5552,0.062,0.0956,0.03262,0.06539,0.5636,2.261,0.2108,0,0,0,0.0348,0.0,3,3,0.069,0,0.5445,0.4636,0.4766,0.0279,10->11,0.0,0.0,0,1.0,0.9936,-0.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,11,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_12_20260902_021527/best_shadow.png,0.7412,0.3826,0.5534,0.0611,0.0856,0.03282,0.06539,0.5594,2.2759,0.217,0,0,0,0.03507,0.0,3,3,0.0782,0,0.5487,0.4545,0.4766,0.0484,11->12,0.0,0.0,0,1.0,0.9907,-0.0093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_05_I,optimizer,original,13,0,128,frame,12,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/demo_01_scene_05_I/frame_13_20260902_021527/best_shadow.png,0.7476,0.3854,0.5564,0.0651,0.089,0.03254,0.06466,0.5779,2.2712,0.2163,0,0,0,0.03507,0.0,3,3,0.0704,0,0.5426,0.4636,0.4766,0.0279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
