sequence_id,source,ref,n_frames,loop,size,row,frame_idx,shadow,iou_reported,iou,dice,boundary_iou,nsd,chamfer,hd95,cldice,hu_distance,fourier_distance,d_betti0,d_betti1,betti_error,pw_h0,pw_h1,n_limbs_target,n_limbs_shadow,limb_offset_rel,limbs_unmatched,tc_iou,tc_aspect_target,tc_aspect_shadow,tc_aspect_error,step_to,dq_max_deg,dq_l2_deg,dq_infeasible,shadow_step_iou,target_step_iou,motion_excess,n_transitions,iou_reported_mean,iou_reported_min,iou_reported_max,iou_reported_std,iou_mean,iou_min,iou_max,iou_std,dice_mean,dice_min,dice_max,dice_std,boundary_iou_mean,boundary_iou_min,boundary_iou_max,boundary_iou_std,nsd_mean,nsd_min,nsd_max,nsd_std,chamfer_mean,chamfer_min,chamfer_max,chamfer_std,hd95_mean,hd95_min,hd95_max,hd95_std,cldice_mean,cldice_min,cldice_max,cldice_std,hu_distance_mean,hu_distance_min,hu_distance_max,hu_distance_std,fourier_distance_mean,fourier_distance_min,fourier_distance_max,fourier_distance_std,d_betti0_mean,d_betti0_min,d_betti0_max,d_betti0_std,d_betti1_mean,d_betti1_min,d_betti1_max,d_betti1_std,betti_error_mean,betti_error_min,betti_error_max,betti_error_std,pw_h0_mean,pw_h0_min,pw_h0_max,pw_h0_std,pw_h1_mean,pw_h1_min,pw_h1_max,pw_h1_std,n_limbs_target_mean,n_limbs_target_min,n_limbs_target_max,n_limbs_target_std,n_limbs_shadow_mean,n_limbs_shadow_min,n_limbs_shadow_max,n_limbs_shadow_std,limb_offset_rel_mean,limb_offset_rel_min,limb_offset_rel_max,limb_offset_rel_std,limbs_unmatched_mean,limbs_unmatched_min,limbs_unmatched_max,limbs_unmatched_std,tc_iou_mean,tc_iou_min,tc_iou_max,tc_iou_std,tc_aspect_target_mean,tc_aspect_target_min,tc_aspect_target_max,tc_aspect_target_std,tc_aspect_shadow_mean,tc_aspect_shadow_min,tc_aspect_shadow_max,tc_aspect_shadow_std,tc_aspect_error_mean,tc_aspect_error_min,tc_aspect_error_max,tc_aspect_error_std,dq_max_deg_mean,dq_max_deg_min,dq_max_deg_max,dq_max_deg_std,dq_l2_deg_mean,dq_l2_deg_min,dq_l2_deg_max,dq_l2_deg_std,shadow_step_iou_mean,shadow_step_iou_min,shadow_step_iou_max,shadow_step_iou_std,target_step_iou_mean,target_step_iou_min,target_step_iou_max,target_step_iou_std,motion_excess_mean,motion_excess_min,motion_excess_max,motion_excess_std,dq_infeasible_frac,dq_infeasible_thr_deg,fit_scale,fit_dx,fit_dy,fit_clip_frac,fit_at_bound,n_arms_solved,loop_anchor,n_arms_declared,assignment_stability,n_arm_swaps,total_path_length_deg,loop_closure_dq_max_deg,loop_closure_shadow_step_iou,loop_closure_target_step_iou,dq_max_deg_by_transition
windmill_n3,optimizer,original,8,1,128,frame,0,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/windmill_n3/frame_01_20260902_034137/best_shadow.png,0.363,0.0277,0.054,0.0172,0.0426,0.12848,0.24963,0.0687,4.4425,12.1519,1,1,2,0.03746,0.02889,3,2,0.2376,1,0.3338,0.8519,0.8267,0.0296,0->1,23.79,39.07,0,0.7397,0.2389,-0.5008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windmill_n3,optimizer,original,8,1,128,frame,1,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/windmill_n3/frame_02_20260902_034137/best_shadow.png,0.3738,0.0567,0.1074,0.0178,0.0311,0.13719,0.29225,0.1259,5.2124,4.1196,1,0,1,0.05532,0.00781,3,4,0.262,1,0.3419,1.0,0.9118,0.0882,1->2,68.21,137.38,0,0.5384,0.2236,-0.3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windmill_n3,optimizer,original,8,1,128,frame,2,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/windmill_n3/frame_03_20260902_034137/best_shadow.png,0.4051,0.0033,0.0066,0.0055,0.0816,0.14953,0.322,0.0,4.9022,7.7578,1,0,1,0.09685,0.0,3,2,0.2207,1,0.2586,1.1429,1.0909,0.0455,2->3,52.39,83.97,0,0.6055,0.2168,-0.3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windmill_n3,optimizer,original,8,1,128,frame,3,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/windmill_n3/frame_04_20260902_034137/best_shadow.png,0.5116,0.0246,0.0481,0.0253,0.0503,0.11261,0.23379,0.0132,4.1955,3.0403,0,0,0,0.05061,0.0,3,3,0.2266,0,0.4575,1.0,1.0588,0.0588,3->4,29.01,55.27,0,0.6728,0.2562,-0.4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windmill_n3,optimizer,original,8,1,128,frame,4,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/windmill_n3/frame_05_20260902_034137/best_shadow.png,0.5216,0.0284,0.0552,0.0258,0.0636,0.11428,0.25523,0.0524,3.5394,10.1287,0,0,0,0.03246,0.01562,3,3,0.2476,0,0.4715,0.8642,0.973,0.1259,4->5,68.53,100.02,0,0.6513,0.2562,-0.3951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windmill_n3,optimizer,original,8,1,128,frame,5,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/windmill_n3/frame_06_20260902_034137/best_shadow.png,0.4251,0.0412,0.0791,0.0362,0.0569,0.11838,0.2675,0.0748,4.2375,1.6324,0,0,0,0.05458,0.0,3,3,0.2663,0,0.3661,1.0,0.9351,0.0649,5->6,34.65,71.53,0,0.5464,0.2259,-0.3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windmill_n3,optimizer,original,8,1,128,frame,6,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/windmill_n3/frame_07_20260902_034137/best_shadow.png,0.3655,0.0457,0.0874,0.0359,0.0617,0.11722,0.28486,0.0847,2.8055,8.3356,0,0,0,0.08269,0.00156,3,3,0.2655,0,0.2657,1.1594,0.9114,0.2139,6->7,68.61,92.94,0,0.458,0.2165,-0.2415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windmill_n3,optimizer,original,8,1,128,frame,7,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/windmill_n3/frame_08_20260902_034137/best_shadow.png,0.4037,0.0341,0.0659,0.0325,0.0645,0.12889,0.23438,0.0409,3.9192,3.4562,1,0,1,0.09137,0.01954,3,5,0.2098,2,0.4103,1.0,0.9398,0.0602,wrap,141.59,249.9,1,0.4915,0.2389,-0.2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
windmill_n3,optimizer,original,8,1,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.4212,0.363,0.5216,0.0587,0.0327,0.0033,0.0567,0.015,0.063,0.0066,0.1074,0.0282,0.0245,0.0055,0.0362,0.01,0.0565,0.0311,0.0816,0.0144,0.1258,0.1126,0.1495,0.012,0.2675,0.2338,0.322,0.0287,0.0576,0.0,0.1259,0.0378,4.1568,2.8055,5.2124,0.7092,6.3278,1.6324,12.1519,3.5429,0.5,0.0,1.0,0.5,0.125,0.0,1.0,0.3307,0.625,0.0,2.0,0.696,0.0627,0.0325,0.0969,0.0229,0.0092,0.0,0.0289,0.0103,3.0,3.0,3.0,0.0,3.125,2.0,5.0,0.927,0.242,0.2098,0.2663,0.0204,0.625,0.0,2.0,0.696,0.3632,0.2586,0.4715,0.0747,1.0023,0.8519,1.1594,0.1038,0.9559,0.8267,1.0909,0.0794,0.0859,0.0296,0.2139,0.0555,60.8475,23.79,141.59,35.067,103.76,39.07,249.9,61.8312,0.5879,0.458,0.7397,0.0901,0.2341,0.2165,0.2562,0.015,-0.3538,-0.5008,-0.2415,0.0821,0.125,68.75,0.9269,-24.69,32.91,0.01537,False,3,"{""attempted"": true, ""accepted"": false, ""dq_wrap_deg"": 141.6, ""dq_wrap_deg_closed"": 141.6, ""dq_prev_deg_closed"": 87.5, ""iou"": 0.4037, ""iou_closed"": 0.4113}",3,1.0,0,830.08,141.59,0.4915,0.2389,"[23.79, 68.21, 52.39, 29.01, 68.53, 34.65, 68.61]"
windmill_n3,optimizer,shown,8,1,128,frame,0,,0.363,0.363,0.5327,0.2224,0.3902,0.02718,0.14884,0.6095,5.4006,12.976,1,1,2,0.05546,0.02889,3,2,0.0193,1,0.3346,0.8649,0.8267,0.0442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
