frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.5584,0.4662,7783,0,5.8,52.36,13.36,-95.77,-64.01,-20.45,98.71,46.66,-28.72,-96.51,-11.8,-72.81,-0.6,31.57,-90.93,-52.78,58.39,22.62,6.33
2,f01.png,0.56,0.4642,7207,0,5.0,50.41,10.91,-93.08,-63.93,-14.7,99.89,48.63,-28.49,-96.82,-13.07,-69.44,1.3,31.57,-90.93,-52.78,58.39,22.62,6.33
3,f02.png,0.5597,0.4647,7207,0,5.1,50.41,10.91,-93.08,-63.93,-14.7,99.89,48.63,-28.49,-96.82,-13.07,-69.44,1.3,31.57,-90.93,-52.78,58.39,22.62,6.33
4,f03.png,0.5583,0.4656,7207,0,5.1,47.85,11.25,-96.24,-66.75,-18.56,99.87,48.78,-31.41,-96.81,-6.32,-75.75,3.1,32.54,-94.53,-50.51,60.9,10.86,4.84
5,f04.png,0.5632,0.4614,7207,0,5.2,44.42,8.23,-96.62,-94.67,-23.58,99.98,54.1,-36.01,-94.58,-6.68,-81.02,-4.15,30.83,-98.99,-41.02,49.48,3.77,-2.94
6,f05.png,0.5691,0.455,7207,0,5.0,43.32,9.01,-96.7,-94.85,-17.17,94.86,54.56,-37.59,-95.56,-2.55,-72.39,-4.27,31.12,-99.31,-42.01,50.02,20.33,-9.58
7,f06.png,0.5708,0.4526,7207,0,5.2,39.9,9.55,-96.81,-92.27,-17.2,99.35,59.94,-38.11,-96.83,-4.61,-78.75,-8.71,26.24,-99.63,-39.83,56.83,18.95,-5.07
8,f07.png,0.5753,0.4463,7207,0,5.2,43.41,6.8,-96.4,-94.66,1.3,99.47,59.94,-38.11,-96.83,-4.61,-78.75,-8.71,29.07,-99.9,-41.17,58.7,17.31,-9.14
9,f08.png,0.5798,0.4405,7207,0,5.2,46.33,7.22,-96.82,-94.83,-11.64,99.86,60.47,-40.0,-96.39,-0.04,-75.11,-9.54,27.48,-99.79,-39.12,59.88,7.65,-8.12
10,f09.png,0.5815,0.4378,7207,0,5.2,48.81,6.91,-96.76,-94.89,-5.26,99.68,63.11,-42.25,-96.64,-0.23,-80.41,-9.69,29.75,-99.98,-39.94,64.27,0.15,-9.6
11,f10.png,0.5893,0.4284,7207,0,5.1,42.61,1.07,-96.83,-94.96,28.03,99.98,64.01,-42.51,-96.81,-4.19,-88.97,-9.12,30.12,-99.96,-39.26,66.24,-0.05,-8.64
12,f11.png,0.5957,0.4211,7207,0,5.0,44.03,-2.27,-96.65,-94.8,32.05,100.0,64.54,-43.64,-96.83,-2.21,-82.4,-9.44,27.88,-99.88,-37.22,69.2,3.53,-9.27
13,f12.png,0.5958,0.4205,7207,0,5.1,44.03,-2.27,-96.65,-94.8,32.05,100.0,64.54,-43.64,-96.83,-2.21,-82.4,-9.44,30.92,-99.97,-39.9,68.49,13.19,-9.16
14,f13.png,0.5966,0.4198,7207,0,5.2,44.28,-3.27,-96.72,-94.92,34.67,99.55,64.44,-43.61,-96.83,-3.12,-79.39,-9.23,26.38,-99.98,-36.05,70.39,6.53,-8.76
