frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg,q_r3_j0_deg,q_r3_j1_deg,q_r3_j2_deg,q_r3_j3_deg,q_r3_j4_deg,q_r3_j5_deg,q_r4_j0_deg,q_r4_j1_deg,q_r4_j2_deg,q_r4_j3_deg,q_r4_j4_deg,q_r4_j5_deg
1,f00.png,0.3925,0.6084,48394,0,40.5,-65.63,-91.64,71.82,73.59,-95.03,-4.09,77.32,-98.69,80.3,22.77,-10.39,-9.36,87.89,-100.0,89.86,57.09,-17.6,-5.11,-54.21,99.61,-71.46,-39.16,90.84,32.88,-60.37,60.42,20.99,-89.95,-123.28,-0.85
2,f01.png,0.3251,0.6767,51914,0,44.0,-96.77,-98.28,20.2,66.72,-82.5,-3.98,65.94,-99.57,78.7,20.35,-36.38,-9.94,88.12,-99.94,89.73,57.35,-17.63,-5.0,-66.13,100.0,-72.81,-41.62,84.27,32.61,-62.26,61.02,21.2,-89.75,-113.32,2.86
3,f02.png,0.1926,0.8146,50954,0,40.8,-101.97,-67.0,7.66,44.18,-123.63,-3.61,72.03,-99.83,78.83,20.45,-35.56,-9.64,89.65,-99.11,89.81,61.51,-20.14,-4.76,-65.92,100.0,-73.15,-41.62,83.45,32.68,-62.34,61.35,21.24,-90.37,-113.23,3.12
4,f03.png,0.2641,0.7383,51338,0,39.2,-104.04,-99.03,59.26,5.03,-140.55,-2.52,92.83,-100.0,72.47,18.73,-35.51,-8.9,89.5,-99.11,89.81,61.51,-20.14,-4.76,-66.99,99.97,-74.32,-40.38,82.1,32.64,-63.03,60.7,21.48,-90.59,-114.04,3.06
5,f04.png,0.1555,0.8514,9216,0,7.2,-106.67,-70.84,19.59,30.25,-144.91,-1.59,92.75,-100.0,64.04,15.28,-33.48,-8.9,95.07,-99.11,89.81,61.51,-20.14,-4.76,-61.42,99.97,-74.32,-40.38,82.1,32.64,-64.3,60.12,23.9,-90.48,-114.07,3.06
6,f05.png,0.2195,0.7832,55178,0,41.4,-110.0,-92.23,57.81,-3.08,-154.9,-0.95,99.52,-95.18,71.67,15.61,-31.55,-9.01,90.93,-99.43,89.88,62.29,-20.1,-4.49,-63.06,100.0,-74.02,-40.33,82.39,32.65,-70.3,60.33,23.88,-90.53,-114.08,3.04
7,f06.png,0.2735,0.7285,49610,0,37.7,-107.87,-99.98,61.17,14.99,-137.77,-0.16,99.37,-95.05,72.01,15.63,-31.78,-9.12,90.26,-99.81,89.7,62.21,-20.48,-4.51,-66.85,99.92,-73.83,-40.48,82.19,32.6,-73.99,61.11,20.15,-92.62,-112.54,3.15
8,f07.png,0.1601,0.8464,52298,0,40.7,-110.0,-86.91,53.63,-16.2,-129.45,0.74,97.26,-95.46,68.4,15.29,-31.64,-9.03,89.31,-99.51,90.27,61.83,-19.63,-4.74,-66.8,99.94,-73.9,-40.6,82.06,32.62,-74.04,61.14,20.03,-92.68,-111.38,3.03
9,f08.png,0.2635,0.7378,51722,0,40.0,-103.3,-99.83,69.5,4.93,-123.74,-2.01,97.53,-94.72,69.91,15.24,-33.05,-9.55,91.19,-99.55,88.22,63.6,-15.23,-4.75,-67.42,99.91,-73.8,-40.64,82.33,32.69,-74.04,61.13,20.03,-92.68,-111.38,3.03
10,f09.png,0.1478,0.86,52682,0,40.6,-110.0,-82.92,50.34,-19.01,-126.98,0.52,92.37,-94.77,69.28,14.9,-34.56,-9.91,90.79,-99.85,88.33,63.81,-14.64,-4.65,-67.33,99.97,-73.12,-41.15,82.5,32.49,-73.88,60.9,19.81,-93.21,-111.28,3.37
11,f10.png,0.3286,0.6725,51530,0,40.3,-105.27,-100.0,78.85,-18.19,-137.23,-0.24,96.57,-92.19,74.67,16.98,-34.73,-9.98,91.08,-100.0,88.52,63.78,-14.63,-4.61,-68.71,100.0,-72.96,-40.79,82.84,32.65,-91.12,37.98,6.65,-95.0,-110.29,3.13
12,f11.png,0.326,0.6747,58250,0,47.6,-105.75,-99.58,78.35,-7.2,-139.49,0.77,101.33,-99.98,82.37,18.44,-34.73,-9.95,97.0,-99.99,87.68,63.73,-14.18,-4.74,-72.32,99.95,-73.41,-39.56,85.23,31.85,-98.03,46.93,-4.68,-94.99,-110.3,2.97
13,f12.png,0.121,0.8934,55562,0,44.3,-104.28,-54.65,12.32,1.34,-134.61,0.74,91.78,-99.92,81.47,17.72,-32.0,-9.75,97.32,-100.0,87.51,63.83,-14.15,-4.7,-71.91,99.98,-73.31,-39.46,85.02,31.73,-89.0,41.07,-6.01,-94.85,-108.91,2.41
14,f13.png,0.1194,0.8951,55178,0,43.9,-103.88,-43.08,1.49,-1.39,-157.21,-0.24,90.41,-99.99,81.39,17.24,-31.73,-9.81,96.47,-99.89,88.28,63.98,-14.09,-4.6,-71.91,99.98,-73.31,-39.46,85.02,31.73,-83.89,40.63,-5.66,-94.98,-108.27,2.81
15,f14.png,0.2391,0.7621,53642,0,43.0,-95.97,-35.58,31.42,-1.37,-128.51,0.1,90.36,-100.0,81.42,17.19,-31.58,-9.89,96.66,-99.48,88.45,64.16,-15.02,-4.37,-71.91,99.98,-73.31,-39.46,85.02,31.73,-89.88,40.41,-3.58,-93.89,-107.06,2.04
