frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.5164,0.4839,51655,0,38.3,-92.29,-99.98,90.56,66.2,5.47,-8.8,99.8,-5.75,36.85,-56.04,-16.29,-9.88,88.2,79.52,-44.55,-90.26,-153.47,93.59
2,f01.png,0.5291,0.4712,49735,0,37.6,-92.29,-99.98,90.56,66.2,5.47,-8.8,99.11,13.25,15.28,-55.9,-24.21,-6.68,89.72,80.15,-44.85,-90.28,-156.12,93.92
3,f02.png,0.5498,0.4504,49735,0,34.9,-92.29,-99.98,90.56,66.2,5.47,-8.8,100.55,21.47,1.47,-45.94,-22.38,-9.83,89.63,80.78,-45.2,-90.39,-156.6,93.99
4,f03.png,0.542,0.4583,49735,0,32.7,-94.22,-99.55,90.59,68.56,5.15,-8.58,102.61,25.83,-5.55,-38.79,-12.94,-9.29,91.87,75.29,-51.36,-89.66,-152.47,97.92
5,f04.png,0.5406,0.4596,49735,0,32.8,-94.42,-99.6,90.61,68.33,5.1,-8.71,103.01,25.69,-20.57,-7.95,30.42,-9.8,92.72,75.19,-49.99,-90.41,-151.82,98.3
6,f05.png,0.559,0.4413,49735,0,32.8,-94.36,-99.45,90.7,67.84,5.84,-9.08,101.61,31.5,-27.63,-1.62,72.22,-9.91,92.52,74.96,-49.56,-89.25,-149.52,98.52
7,f06.png,0.5609,0.4394,49735,0,32.9,-94.27,-99.54,90.74,67.94,5.97,-9.26,102.41,32.72,-29.68,0.96,71.92,-9.06,92.52,74.96,-49.56,-89.25,-149.52,98.52
8,f07.png,0.5695,0.4307,49735,0,32.9,-94.27,-99.54,90.74,67.94,5.97,-9.26,102.45,32.37,-29.5,1.72,71.32,-9.7,92.7,76.41,-48.51,-93.4,-150.73,99.63
9,f08.png,0.5843,0.4159,49735,0,33.0,-94.27,-99.54,90.74,67.94,5.97,-9.26,102.44,32.42,-32.0,12.46,58.94,-9.83,92.2,77.13,-48.45,-94.56,-152.23,99.88
10,f09.png,0.5725,0.4277,49735,0,32.9,-94.27,-99.54,90.74,67.94,5.97,-9.26,102.19,39.18,-43.7,21.31,53.89,-9.99,91.93,77.3,-47.64,-94.79,-156.97,99.92
11,f10.png,0.5798,0.4204,49735,0,33.0,-94.27,-99.54,90.74,67.94,5.97,-9.26,101.16,41.78,-51.15,26.7,54.75,-9.8,91.91,77.24,-47.58,-94.94,-157.2,99.85
12,f11.png,0.5808,0.4194,49735,0,33.0,-94.27,-99.54,90.74,67.94,5.97,-9.26,101.48,40.88,-49.46,29.01,57.79,-9.8,91.91,77.24,-47.58,-94.94,-157.2,99.85
13,f12.png,0.593,0.4072,49735,0,33.0,-94.27,-99.54,90.74,67.94,5.97,-9.26,101.14,42.15,-51.78,32.52,61.59,-9.95,91.89,77.06,-47.34,-94.83,-157.02,99.81
14,f13.png,0.5998,0.4004,49735,0,33.0,-94.62,-99.33,90.74,67.63,5.76,-9.3,101.01,45.24,-57.26,35.79,64.73,-9.76,91.79,77.01,-47.97,-94.99,-157.2,99.61
15,f14.png,0.6036,0.3965,49735,0,33.0,-94.62,-99.33,90.74,67.63,5.76,-9.3,100.32,50.01,-65.75,42.08,79.1,-9.23,91.79,77.01,-47.97,-94.99,-157.2,99.61
16,f15.png,0.6037,0.3965,49735,0,33.0,-94.62,-99.33,90.74,67.63,5.76,-9.3,99.09,51.31,-69.78,46.06,95.68,-10.0,91.79,77.43,-48.02,-95.0,-156.99,99.55
17,f16.png,0.6334,0.3668,49735,0,33.1,-94.62,-99.33,90.74,67.63,5.76,-9.3,99.53,52.2,-70.85,46.05,95.77,-9.99,92.01,77.46,-47.82,-94.54,-157.15,99.85
18,f17.png,0.6848,0.3154,49735,0,33.1,-94.62,-99.33,90.74,67.63,5.76,-9.3,99.51,52.87,-71.77,46.66,97.52,-6.37,91.77,77.23,-48.26,-94.81,-157.21,99.91
19,f18.png,0.5972,0.403,49735,0,33.0,-94.62,-99.33,90.74,67.63,5.76,-9.3,100.47,53.32,-72.08,43.51,88.24,-6.54,93.43,82.56,-57.84,-94.15,-156.75,100.0
20,f19.png,0.5628,0.4374,49735,0,33.1,-94.62,-99.33,90.74,67.63,5.76,-9.3,101.14,47.91,-62.91,38.99,82.48,-9.56,93.09,78.29,-54.5,-84.87,-153.5,99.56
21,f20.png,0.5643,0.4359,49735,0,33.0,-94.62,-99.33,90.74,67.63,5.76,-9.3,100.83,49.97,-65.75,39.24,84.39,-8.77,92.75,77.64,-54.64,-84.14,-152.51,99.75
