frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.7674,0.233,26000,0,18.5,-78.55,-81.09,-26.45,-95.0,20.21,93.4,30.59,-36.56,42.94,85.6,119.41,52.73,57.62,5.85,-25.83,70.2,79.64,6.37
2,f01.png,0.8077,0.1926,5930,0,4.8,-87.6,-83.19,-24.95,-94.44,53.68,43.2,19.77,-44.94,50.51,82.77,124.92,31.1,49.67,7.65,-29.05,94.06,92.01,7.48
3,f02.png,0.8078,0.1924,26768,0,19.3,-87.6,-83.19,-24.95,-94.44,53.68,43.2,19.77,-44.94,50.51,82.77,124.92,31.1,49.67,7.65,-29.05,94.06,92.01,7.48
4,f03.png,0.711,0.2894,49735,0,37.2,-86.75,-90.73,-13.55,-90.16,51.61,43.42,7.5,-47.83,49.64,83.77,108.89,30.35,48.06,15.26,-28.62,93.26,95.6,1.48
5,f04.png,0.8103,0.19,28592,0,18.8,-87.59,-92.0,-4.93,-87.1,45.22,43.86,15.93,-48.59,51.29,86.11,109.46,30.95,50.48,8.76,-30.67,91.71,95.05,3.09
6,f05.png,0.7761,0.2242,28592,0,17.7,-82.66,-93.31,-6.54,-90.88,38.57,43.78,-1.67,-50.88,52.39,82.24,115.66,40.76,49.09,16.72,-31.24,92.01,95.13,2.81
7,f06.png,0.8073,0.1929,28592,0,17.2,-86.67,-93.69,6.53,-94.98,40.1,47.93,15.64,-49.26,52.37,83.75,112.23,40.8,50.37,9.55,-32.41,94.4,98.44,5.62
8,f07.png,0.7873,0.213,28592,0,17.5,-84.68,-98.97,1.7,-88.18,45.25,48.32,-1.65,-53.02,53.0,83.55,108.59,39.86,48.69,16.36,-30.59,90.6,106.93,1.9
9,f08.png,0.7968,0.2035,28592,0,17.3,-86.9,-96.68,8.5,-91.69,41.75,48.6,9.62,-52.85,52.01,84.91,114.86,41.06,50.06,8.7,-30.87,94.78,98.41,5.34
10,f09.png,0.7891,0.2112,28592,0,17.5,-85.05,-96.82,-1.69,-91.25,49.63,48.38,5.66,-53.73,52.12,82.64,120.94,41.17,47.79,15.42,-30.21,94.63,102.59,3.41
