frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.263,0.7386,33799,0,25.2,-92.39,-87.21,90.55,64.66,-82.84,59.44,87.46,59.48,-43.82,5.76,-136.02,2.46,-17.74,62.3,-91.31,-22.17,-134.08,65.61
2,f01.png,0.4074,0.593,51655,0,40.4,-91.59,-89.35,90.05,64.62,-83.28,59.47,88.69,58.51,-43.56,5.94,-136.1,2.39,-56.4,99.75,-90.17,-21.98,-134.85,65.59
3,f02.png,0.345,0.6555,73735,0,54.6,-91.41,-89.53,90.31,64.51,-83.17,59.63,88.69,58.51,-43.56,5.94,-136.1,2.39,-56.66,100.0,-90.04,-22.01,-134.44,65.62
4,f03.png,0.346,0.6545,38791,0,24.7,-89.19,-99.97,88.38,12.61,-125.24,90.97,98.0,47.72,-50.48,8.12,-104.65,-9.45,-60.37,100.0,-96.61,-24.03,-114.87,92.69
5,f04.png,0.3875,0.613,49153,0,33.8,-85.62,-99.88,89.75,38.62,-123.59,91.15,110.0,53.94,-60.72,6.89,-75.89,51.06,-62.85,100.0,-88.67,-23.36,-107.8,78.58
6,f05.png,0.363,0.6376,36103,0,22.6,-92.71,-99.96,88.4,47.89,-117.87,97.05,110.0,60.01,-56.95,-4.66,-74.93,87.69,-62.18,99.97,-96.71,-18.78,-91.62,73.62
7,f06.png,0.342,0.6586,73735,0,48.9,-84.95,-88.69,88.87,51.03,-129.31,97.85,110.0,65.33,-74.5,11.03,-83.45,88.39,-61.09,99.95,-82.92,-25.22,-85.7,83.28
8,f07.png,0.3637,0.6367,49153,0,34.2,-88.41,-96.38,90.97,43.58,-132.09,75.78,100.85,64.69,-69.81,11.33,-42.75,20.13,-57.99,100.0,-92.05,-35.24,-54.23,56.04
9,f08.png,0.3947,0.6057,73735,0,50.0,-89.56,-89.66,91.15,45.66,-122.64,69.6,92.95,58.02,-60.66,15.94,-35.78,18.92,-57.99,100.0,-92.05,-35.24,-54.23,56.04
10,f09.png,0.3839,0.6165,73735,0,50.8,-89.71,-95.28,90.69,62.76,-152.65,52.75,88.46,59.12,-35.75,18.09,-67.26,-9.69,-57.05,100.0,-96.39,-38.74,-54.27,78.7
