frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.4247,0.5755,31367,0,21.5,-92.02,-99.94,90.56,54.57,-33.87,32.25,89.63,-96.49,90.53,68.35,-127.36,-9.31,84.18,67.89,-33.07,-16.18,-10.68,37.6
2,f01.png,0.4992,0.5009,49735,0,35.9,-92.02,-99.94,90.56,54.57,-33.87,32.25,89.63,-96.49,90.53,68.35,-127.36,-9.31,84.18,67.89,-33.07,-16.18,-10.68,37.6
3,f02.png,0.4374,0.5628,49735,0,34.8,-92.02,-99.94,90.56,54.57,-33.87,32.25,89.67,-99.02,90.39,69.31,-125.58,-9.48,84.18,67.89,-33.07,-16.18,-10.68,37.6
4,f03.png,0.3979,0.6023,73735,0,47.8,-92.02,-99.94,90.56,54.57,-33.87,32.25,89.52,-99.69,90.36,69.62,-126.08,-9.37,96.97,55.27,-50.95,-1.85,-35.99,31.4
5,f04.png,0.3922,0.6082,19201,0,13.0,-76.0,-99.96,90.61,67.85,6.34,74.98,109.45,-100.0,90.44,69.58,-146.42,2.22,110.0,62.47,-65.63,-3.12,-79.78,94.56
6,f05.png,0.3861,0.6142,73735,0,48.4,-90.44,-99.99,90.7,67.82,6.19,74.85,88.27,-87.15,91.21,63.29,-145.2,3.16,109.96,78.27,-79.94,-4.34,-74.38,93.49
7,f06.png,0.3685,0.6318,73735,0,47.6,-91.09,-99.97,90.69,43.45,3.44,84.99,88.53,-90.71,91.36,62.01,-142.6,3.31,109.97,77.84,-83.19,1.65,-78.28,93.26
8,f07.png,0.4435,0.5567,49153,0,32.6,-92.49,-100.0,90.36,62.91,27.29,56.17,88.61,-91.04,91.35,58.47,-138.0,21.47,101.44,82.93,-96.83,19.89,-49.04,25.34
9,f08.png,0.5096,0.4906,16705,0,10.7,-92.69,-99.91,90.42,54.76,22.97,45.19,88.79,-91.09,91.39,57.65,-153.28,-9.17,90.6,82.54,-96.83,16.81,-90.88,30.98
10,f09.png,0.4415,0.5586,51655,0,32.1,-92.58,-99.84,90.5,54.8,23.02,45.22,89.28,-97.44,90.59,59.07,-142.81,-9.78,86.3,83.21,-96.28,16.77,-90.88,30.85
