frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.7796,0.2208,28592,0,19.4,-54.36,-52.95,27.82,94.88,-145.9,43.91,106.7,-44.71,14.8,83.87,-80.01,-0.2,20.66,-31.74,11.41,94.39,141.16,28.26
2,f01.png,0.8068,0.1935,28592,0,19.0,-55.55,-47.75,23.22,94.88,-141.95,41.03,100.81,-52.13,20.91,81.86,-86.26,3.6,17.36,-26.37,6.8,94.94,145.6,27.9
3,f02.png,0.8117,0.1886,26768,0,17.9,-56.33,-48.29,23.13,94.97,-145.85,41.5,100.39,-50.48,20.63,81.16,-84.98,5.08,17.36,-26.37,6.8,94.94,145.6,27.9
4,f03.png,0.6894,0.3111,49735,0,33.4,-54.42,-43.48,26.56,94.99,-136.02,41.47,98.84,-49.71,27.43,75.28,-84.82,3.32,15.81,-21.25,12.86,93.2,153.6,27.52
5,f04.png,0.8197,0.1806,28592,0,16.4,-56.28,-46.52,22.41,94.97,-142.23,41.99,100.13,-50.91,21.56,76.2,-85.6,4.33,23.41,-23.01,4.24,94.98,159.48,26.83
6,f05.png,0.7803,0.22,28592,0,16.4,-49.76,-49.9,31.44,94.8,-134.12,42.41,104.0,-52.21,30.34,64.56,-82.05,6.67,18.71,-19.31,11.57,94.0,162.67,28.18
7,f06.png,0.8155,0.1848,28592,0,16.5,-57.49,-47.13,22.65,94.49,-146.26,41.72,100.0,-51.07,21.65,71.49,-72.31,5.46,25.58,-20.78,4.19,93.58,162.65,28.61
8,f07.png,0.7823,0.2181,28592,0,16.3,-52.1,-51.16,31.84,91.63,-140.05,37.97,102.29,-51.37,28.81,64.3,-77.86,7.15,22.55,-16.93,9.51,91.92,162.55,28.75
9,f08.png,0.8109,0.1894,28592,0,16.5,-55.74,-48.25,23.07,94.95,-142.51,37.97,99.76,-51.24,22.23,67.61,-74.84,6.78,29.34,-18.22,0.1,94.02,160.71,29.11
10,f09.png,0.7824,0.2179,28592,0,16.5,-52.39,-50.96,29.35,94.81,-141.63,37.19,101.63,-49.22,27.77,64.39,-79.74,8.67,21.73,-17.35,7.95,93.1,162.58,30.01
