frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.8235,0.1768,27344,0,18.3,-66.99,-64.47,23.38,58.05,26.49,69.07,35.96,-29.64,43.98,61.69,-27.16,98.16,56.71,-27.62,-31.96,79.22,-119.18,49.52
2,f01.png,0.8241,0.1762,26768,0,17.8,-66.99,-64.47,23.38,58.05,26.49,69.07,36.66,-30.71,44.39,59.67,-28.02,98.03,56.24,-27.62,-33.08,76.23,-120.7,49.66
3,f02.png,0.8493,0.1509,26768,0,18.3,-59.6,-69.24,24.78,66.89,26.26,90.68,40.47,-35.75,53.74,44.5,-6.15,99.04,46.52,-42.4,-25.62,83.65,-157.04,74.28
4,f03.png,0.8068,0.1935,26768,0,17.9,-65.91,-63.56,23.17,59.59,29.88,87.38,38.59,-31.14,47.27,49.83,-19.09,99.34,53.58,-34.57,-24.62,75.18,-156.71,75.51
5,f04.png,0.829,0.1713,26768,0,17.0,-62.92,-68.08,23.57,63.69,27.02,83.48,35.39,-33.33,47.49,57.09,-26.0,99.28,53.58,-34.57,-24.62,75.18,-156.71,75.51
6,f05.png,0.8302,0.1701,26768,0,15.2,-62.77,-70.99,26.93,59.99,26.61,80.95,35.39,-33.33,47.49,57.09,-26.0,99.28,49.19,-39.9,-22.22,80.99,-151.37,75.18
7,f06.png,0.8295,0.1708,26768,0,15.3,-62.94,-71.24,27.37,57.83,27.87,76.43,35.0,-34.56,47.02,61.06,-21.15,99.19,49.19,-39.9,-22.22,80.99,-151.37,75.18
8,f07.png,0.8305,0.1698,26768,0,15.2,-63.56,-71.67,29.02,56.77,25.66,73.46,35.0,-34.56,47.02,61.06,-21.15,99.19,48.86,-38.23,-23.1,81.25,-150.87,75.17
9,f08.png,0.8311,0.1692,26768,0,15.9,-63.63,-71.71,27.81,57.24,27.06,73.67,35.0,-34.56,47.02,61.06,-21.15,99.19,48.66,-38.16,-22.82,81.41,-150.3,75.05
10,f09.png,0.821,0.1793,26768,0,15.5,-65.09,-69.66,29.13,54.1,26.08,71.26,36.59,-31.01,44.53,59.33,-26.87,99.86,51.4,-33.84,-25.62,81.62,-151.51,75.21
