frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.668,0.3322,48871,0,35.3,-84.71,-93.89,-3.09,94.86,-129.87,-7.08,89.17,-81.17,79.55,56.03,5.22,-9.31,98.97,-26.28,87.89,-35.78,93.78,25.06
2,f01.png,0.6723,0.3279,49735,0,36.1,-84.75,-93.8,-2.67,95.0,-128.25,-7.14,89.08,-81.36,79.91,56.07,5.67,-9.43,98.97,-26.28,87.89,-35.78,93.78,25.06
3,f02.png,0.6804,0.3198,49735,0,34.3,-85.58,-92.38,-15.29,93.33,-92.61,-6.92,89.07,-81.25,84.57,55.61,5.59,-9.04,98.77,-26.27,87.75,-36.09,94.18,25.12
4,f03.png,0.6861,0.3141,49735,0,31.5,-82.77,-86.73,-23.15,95.0,-96.98,-8.63,88.46,-77.35,82.7,47.07,6.92,-9.88,97.52,-11.87,73.92,-35.74,91.15,-1.86
5,f04.png,0.6578,0.3424,49735,0,31.3,-81.2,-76.4,-29.91,94.91,-97.08,-4.28,89.23,-98.46,86.3,49.13,5.81,-9.71,97.74,-8.2,75.38,-43.8,97.45,0.07
6,f05.png,0.658,0.3422,36679,0,22.2,-81.68,-72.38,-36.28,94.79,-96.42,-9.18,88.52,-100.0,90.54,67.28,6.89,-9.95,98.84,-6.24,75.19,-46.69,93.76,2.09
7,f06.png,0.6575,0.3428,49735,0,31.2,-83.36,-72.4,-35.24,85.45,-91.6,5.67,88.28,-99.99,90.25,64.5,4.79,1.19,97.56,-16.19,78.47,-35.28,102.07,15.03
8,f07.png,0.645,0.3552,49735,0,31.2,-80.82,-71.52,-35.99,81.89,-96.09,7.15,88.28,-99.99,90.25,64.5,4.79,1.19,97.36,-13.92,77.85,-36.3,94.81,12.83
9,f08.png,0.6512,0.3491,49735,0,31.9,-80.6,-75.89,-26.95,68.48,-116.12,14.61,88.28,-99.99,90.25,64.5,4.79,1.19,97.36,-13.92,77.85,-36.3,94.81,12.83
10,f09.png,0.6539,0.3463,49735,0,31.5,-82.87,-74.04,-32.76,69.16,-117.96,23.72,88.28,-99.99,90.25,64.5,4.79,1.19,97.36,-13.92,77.85,-36.3,94.81,12.83
