frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.7251,0.275,48327,0,35.9,-100.17,63.09,-0.32,-81.6,-109.14,8.31,83.98,-87.9,11.82,94.99,-156.28,82.69,89.51,-77.01,77.13,-46.9,-35.15,99.99
2,f01.png,0.727,0.2731,49735,0,36.3,-100.17,63.09,-0.32,-81.6,-109.14,8.31,83.98,-87.9,11.82,94.99,-156.28,82.69,89.51,-77.01,77.13,-46.9,-35.15,99.99
3,f02.png,0.724,0.2761,33031,0,22.4,-100.13,63.15,-8.38,-73.76,-109.47,-5.05,83.35,-79.75,1.3,94.94,-150.66,49.55,89.71,-83.31,70.17,-34.7,-35.92,100.0
4,f03.png,0.7286,0.2715,49735,0,31.1,-100.3,62.6,3.31,-93.72,-123.74,44.27,84.45,-72.25,-10.87,94.84,-120.15,14.18,89.34,-71.85,59.04,-33.16,-39.59,99.97
5,f04.png,0.7329,0.2673,35143,0,21.2,-100.3,62.59,7.91,-94.1,-110.31,38.01,84.81,-67.89,-25.22,93.17,-88.14,45.52,89.23,-64.92,48.8,-28.06,-34.89,100.0
6,f05.png,0.7249,0.2753,34951,0,21.1,-100.28,62.58,9.94,-94.27,-106.52,62.76,83.05,-57.41,-35.7,93.1,-91.4,49.78,89.23,-58.73,38.95,-29.63,-37.6,99.99
7,f06.png,0.7409,0.2592,49735,0,30.9,-99.98,62.23,8.38,-94.47,-103.62,72.56,80.38,-46.17,-51.95,95.0,-92.46,60.69,89.11,-48.75,26.38,-27.56,-39.06,99.45
8,f07.png,0.751,0.2492,33607,0,20.1,-99.43,62.67,10.35,-94.13,-114.29,73.54,80.35,-38.89,-62.06,95.0,-87.62,64.39,89.53,-47.32,21.17,-24.58,-37.52,98.22
9,f08.png,0.7568,0.2434,34951,0,21.1,-100.15,63.03,2.9,-94.28,-115.31,98.43,79.43,-38.23,-70.08,94.94,-86.36,72.51,90.9,-38.88,16.45,-30.71,-42.33,82.16
10,f09.png,0.7563,0.2439,26768,0,15.9,-100.15,63.03,2.9,-94.28,-115.31,98.43,79.43,-38.23,-70.08,94.94,-86.36,72.51,90.9,-38.88,16.45,-30.71,-42.33,82.16
