frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.6589,0.3425,51655,0,38.7,-56.14,-41.7,-11.42,94.99,34.81,17.54,-32.05,39.01,80.05,-94.98,70.22,93.93,84.8,-30.3,-96.83,-66.06,110.52,60.47
2,f01.png,0.6662,0.335,49735,0,38.8,-56.14,-41.7,-11.42,94.99,34.81,17.54,-32.05,39.01,80.05,-94.98,70.22,93.93,83.2,-34.73,-96.59,-58.3,119.39,60.16
3,f02.png,0.6743,0.3267,49735,0,36.2,-51.73,-47.9,-8.75,94.49,37.8,15.91,-32.05,39.01,80.05,-94.98,70.22,93.93,82.59,-36.55,-96.08,-59.21,126.33,60.17
4,f03.png,0.6898,0.311,49735,0,34.2,-51.37,-47.81,-9.19,94.99,36.45,12.73,-32.05,39.01,80.05,-94.98,70.22,93.93,81.87,-40.36,-96.28,-52.32,133.76,59.77
5,f04.png,0.7182,0.2824,49735,0,34.6,-51.63,-47.6,-9.36,94.92,35.95,12.14,-32.05,39.01,80.05,-94.98,70.22,93.93,81.51,-43.55,-93.78,-54.46,147.97,57.74
6,f05.png,0.7518,0.2486,28592,0,19.1,-51.56,-47.6,-9.4,95.0,36.06,12.16,-32.05,39.01,80.05,-94.98,70.22,93.93,81.54,-46.6,-96.68,-47.43,155.54,57.35
7,f06.png,0.7805,0.2198,26768,0,18.2,-54.38,-45.37,-10.08,94.72,34.66,12.05,-32.05,39.01,80.05,-94.98,70.22,93.93,82.17,-47.66,-96.82,-48.55,161.62,57.63
8,f07.png,0.7842,0.2161,26768,0,18.8,-56.38,-44.11,-10.1,93.03,33.04,12.43,-32.05,39.01,80.05,-94.98,70.22,93.93,83.15,-45.37,-95.53,-55.85,162.75,56.06
9,f08.png,0.7848,0.2155,26768,0,18.2,-56.38,-44.11,-10.1,93.03,33.04,12.43,-32.05,39.01,80.05,-94.98,70.22,93.93,83.15,-45.37,-95.53,-55.85,162.75,56.06
10,f09.png,0.7853,0.215,26768,0,18.5,-55.2,-44.17,-11.53,94.74,32.54,10.73,-32.05,39.01,80.05,-94.98,70.22,93.93,83.15,-45.37,-95.53,-55.85,162.75,56.06
11,f10.png,0.7858,0.2145,26768,0,18.5,-55.2,-44.17,-11.53,94.74,32.54,10.73,-32.05,39.01,80.05,-94.98,70.22,93.93,83.15,-45.37,-95.53,-55.85,162.75,56.06
