frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.7304,0.2698,49735,0,35.1,-73.58,-63.46,-31.59,-93.81,90.96,61.83,102.49,-2.9,-1.78,21.67,-89.27,0.52,89.08,40.92,-43.07,-85.12,124.14,23.19
2,f01.png,0.7845,0.2156,26768,0,18.3,-74.01,-60.04,-42.71,-93.1,107.86,59.96,102.49,-2.9,-1.78,21.67,-89.27,0.52,88.86,39.89,-42.28,-82.42,124.88,23.28
3,f02.png,0.7824,0.2177,26768,0,18.2,-73.97,-59.93,-43.22,-93.13,108.66,59.95,102.49,-2.9,-1.78,21.67,-89.27,0.52,88.9,40.08,-42.5,-82.66,125.09,23.16
4,f03.png,0.7984,0.2017,26768,0,17.9,-72.23,-55.07,-56.03,-82.65,112.95,53.71,104.09,-3.16,-1.86,22.69,-80.56,0.61,88.92,39.52,-41.55,-83.26,125.39,22.89
5,f04.png,0.8042,0.1959,26768,0,15.9,-71.66,-53.88,-58.92,-78.14,119.51,47.25,106.25,-2.02,-2.83,20.49,-68.44,-2.58,88.69,40.87,-40.92,-83.26,127.65,22.87
6,f05.png,0.7368,0.2634,27073,0,17.4,-74.75,-53.88,-58.92,-78.14,119.51,47.25,103.15,-2.02,-2.83,20.49,-68.44,-2.58,85.6,40.87,-40.92,-83.26,127.65,22.87
7,f06.png,0.7446,0.2556,49735,0,30.9,-80.97,-59.42,-52.05,-76.3,116.75,44.07,102.45,-2.18,-2.98,19.18,-59.92,-2.75,86.7,42.64,-39.78,-86.05,120.85,27.32
8,f07.png,0.7459,0.2543,49735,0,30.7,-81.31,-59.7,-53.81,-71.95,116.12,39.14,102.45,-2.18,-2.98,19.18,-59.92,-2.75,86.61,42.46,-39.87,-86.06,120.95,27.35
9,f08.png,0.7456,0.2545,49735,0,30.2,-81.4,-59.99,-53.29,-71.98,115.84,39.18,102.45,-2.18,-2.98,19.18,-59.92,-2.75,86.61,42.46,-39.87,-86.06,120.95,27.35
10,f09.png,0.7493,0.2508,49735,0,30.1,-81.4,-59.99,-53.29,-71.98,115.84,39.18,102.87,-7.03,2.11,20.03,-59.15,-3.77,86.61,42.46,-39.87,-86.06,120.95,27.35
