frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.7184,0.282,47911,0,35.7,73.45,-72.03,-46.73,89.34,-71.8,77.92,-69.82,-79.03,-50.49,-49.73,3.79,-7.7,-30.4,-32.65,-61.7,-74.92,-132.46,25.23
2,f01.png,0.7242,0.2761,49735,0,36.8,74.25,-68.93,-53.43,91.34,-74.64,84.63,-70.04,-73.05,-57.61,-56.63,6.59,-9.4,-30.07,-30.17,-64.43,-78.92,-133.79,25.67
3,f02.png,0.7235,0.2769,49735,0,34.6,75.16,-63.6,-69.92,94.99,-76.02,89.48,-70.37,-69.45,-64.76,-59.03,4.12,-9.86,-8.5,-23.8,-76.61,-83.19,-114.36,21.46
4,f03.png,0.7306,0.2698,37831,0,23.6,74.28,-56.42,-87.62,94.69,-82.33,100.0,-71.08,-66.55,-71.12,-58.9,-31.02,-9.88,2.4,-20.44,-82.84,-83.91,-121.6,-1.12
5,f04.png,0.7744,0.2258,28592,0,17.8,109.37,-1.0,-86.49,94.73,-112.24,99.76,-72.43,-58.54,-85.04,-58.41,-54.84,-9.9,16.64,-22.15,-82.99,-81.74,-117.93,-0.82
6,f05.png,0.7569,0.2433,28592,0,18.0,109.58,2.2,-83.96,91.91,-116.29,99.68,-72.98,-56.1,-92.43,-57.43,-71.5,-9.8,16.96,-24.64,-78.4,-89.37,-119.92,-3.82
7,f06.png,0.7412,0.259,49735,0,33.3,104.72,4.74,-78.19,81.23,-112.98,99.34,-74.03,-54.62,-96.83,-54.77,-83.1,-9.95,19.96,-22.85,-80.83,-88.95,-117.34,-6.49
8,f07.png,0.7394,0.2608,49735,0,33.5,106.79,-2.21,-65.5,74.55,-115.83,97.63,-74.95,-54.62,-96.67,-57.44,-103.22,-9.84,21.88,-22.02,-81.09,-89.13,-119.42,-6.54
9,f08.png,0.7242,0.276,49735,0,33.9,110.0,-11.99,-47.21,64.82,-120.6,95.84,-76.71,-54.87,-96.56,-60.17,-117.14,-9.92,22.73,-17.25,-94.95,-81.19,-114.04,-9.98
10,f09.png,0.7158,0.2844,49735,0,34.0,109.76,-11.18,-42.43,54.37,-125.22,94.81,-77.62,-53.81,-96.82,-61.12,-136.99,-9.12,21.53,-16.55,-96.57,-81.18,-124.43,-9.96
11,f10.png,0.7157,0.2846,49735,0,33.6,109.76,-11.18,-42.43,54.37,-125.22,94.81,-77.62,-53.81,-96.82,-61.12,-136.99,-9.12,21.53,-16.55,-96.57,-81.18,-124.43,-9.96
12,f11.png,0.7148,0.2855,49735,0,33.6,109.76,-11.18,-42.43,54.37,-125.22,94.81,-77.13,-54.94,-96.83,-57.63,-141.12,-9.46,21.53,-16.55,-96.57,-81.18,-124.43,-9.96
13,f12.png,0.7173,0.2829,49735,0,34.4,109.76,-11.18,-42.43,54.37,-125.22,94.81,-77.03,-55.38,-96.55,-60.0,-154.16,-9.96,21.53,-16.55,-96.57,-81.18,-124.43,-9.96
14,f13.png,0.7207,0.2795,49735,0,34.0,109.76,-11.18,-42.43,54.37,-125.22,94.81,-77.72,-53.61,-96.55,-65.18,-157.12,-9.48,21.53,-16.55,-96.57,-81.18,-124.43,-9.96
15,f14.png,0.7405,0.2597,49735,0,34.2,110.0,-7.37,-46.41,52.68,-132.94,94.81,-77.05,-43.7,-96.83,-79.79,-157.2,-9.97,13.7,-17.41,-93.64,-84.44,-127.44,-9.85
16,f15.png,0.7433,0.2569,49735,0,34.5,110.0,-7.21,-45.54,50.19,-140.62,95.23,-78.14,-40.24,-94.39,-84.96,-151.44,-10.0,16.84,-17.32,-94.42,-86.14,-123.12,-9.9
17,f16.png,0.766,0.2342,26768,0,17.5,109.96,-6.81,-45.71,49.69,-138.88,95.11,-76.95,-49.82,-86.04,-86.23,-157.21,-9.76,16.84,-17.32,-94.42,-86.14,-123.12,-9.9
18,f17.png,0.7888,0.2114,26768,0,17.2,109.98,-11.93,-41.41,55.02,-133.09,94.63,-76.54,-61.37,-84.49,-81.92,-157.11,-9.96,16.84,-17.32,-94.42,-86.14,-123.12,-9.9
19,f18.png,0.695,0.3053,49735,0,33.0,109.82,-12.35,-42.82,56.28,-127.33,97.19,-73.34,-56.33,-95.69,-82.14,-150.64,-9.91,26.77,-18.5,-93.24,-83.12,-124.94,-10.0
20,f19.png,0.6858,0.3145,17089,0,11.6,109.35,-9.31,-45.4,50.8,-103.88,100.0,-73.89,-55.4,-96.82,-51.71,-112.07,30.9,22.09,-17.26,-96.82,-87.85,-119.46,-6.46
21,f20.png,0.6846,0.3158,49735,0,32.9,109.35,-9.31,-45.4,50.8,-103.88,100.0,-73.89,-55.4,-96.82,-51.71,-112.07,30.9,22.09,-17.26,-96.82,-87.85,-119.46,-6.46
