frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.7414,0.259,33639,0,24.0,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.07,-76.98,6.18,-55.66,-2.2,78.3,106.93,-14.97,78.67,-35.19,13.07,-9.3
2,f01.png,0.7376,0.2628,49735,0,36.0,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.07,-76.98,6.18,-55.66,-2.2,78.3,106.93,-14.97,78.67,-35.19,13.07,-9.3
3,f02.png,0.7381,0.2622,49735,0,35.0,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.07,-76.98,6.18,-55.66,-2.2,78.3,106.93,-14.97,78.67,-35.19,13.07,-9.3
4,f03.png,0.7378,0.2625,49735,0,31.1,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.07,-76.98,6.18,-55.66,-2.2,78.3,106.93,-14.97,78.67,-35.19,13.07,-9.3
5,f04.png,0.7346,0.2658,49735,0,31.1,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.07,-76.98,6.18,-55.66,-2.2,78.3,106.93,-14.97,78.67,-35.19,13.07,-9.3
6,f05.png,0.7355,0.2649,49735,0,31.1,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.07,-76.98,6.18,-55.66,-2.2,78.3,106.93,-14.97,78.67,-35.19,13.07,-9.3
7,f06.png,0.7368,0.2636,49735,0,31.2,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.07,-76.98,6.18,-55.66,-2.2,78.3,106.93,-14.97,78.67,-35.19,13.07,-9.3
8,f07.png,0.7349,0.2655,49735,0,31.2,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.07,-76.98,6.18,-55.66,-2.2,78.3,106.93,-14.97,78.67,-35.19,13.07,-9.3
9,f08.png,0.7386,0.2618,49735,0,31.5,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.07,-76.98,6.18,-55.66,-2.2,78.3,108.5,-20.51,83.75,-33.43,11.75,-9.86
10,f09.png,0.7346,0.2658,49735,0,31.5,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.55,-77.09,8.25,-56.16,-1.94,77.97,108.12,-22.49,87.06,-38.16,6.14,-9.37
11,f10.png,0.733,0.2674,49735,0,31.6,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.55,-77.09,8.25,-56.16,-1.94,77.97,108.12,-22.49,87.06,-38.16,6.14,-9.37
12,f11.png,0.7307,0.2697,49735,0,31.7,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.5,-77.1,8.86,-56.74,-2.28,78.04,108.12,-22.49,87.06,-38.16,6.14,-9.37
13,f12.png,0.7369,0.2634,49735,0,31.5,70.09,-50.91,-35.06,-60.63,88.7,77.27,-84.53,-77.02,8.88,-56.9,-2.77,78.09,108.12,-22.49,87.06,-38.16,6.14,-9.37
