frame,target,iou,loss,evals,surr_pct,time_s,q_r0_j0_deg,q_r0_j1_deg,q_r0_j2_deg,q_r0_j3_deg,q_r0_j4_deg,q_r0_j5_deg,q_r1_j0_deg,q_r1_j1_deg,q_r1_j2_deg,q_r1_j3_deg,q_r1_j4_deg,q_r1_j5_deg,q_r2_j0_deg,q_r2_j1_deg,q_r2_j2_deg,q_r2_j3_deg,q_r2_j4_deg,q_r2_j5_deg
1,f00.png,0.6034,0.3969,48679,0,36.5,85.19,-99.69,-76.6,-40.03,-59.87,8.28,-74.28,-51.57,-96.83,-62.71,-53.78,84.23,88.89,-93.55,74.91,67.29,-60.05,50.39
2,f01.png,0.7001,0.3001,49735,0,37.8,86.09,-77.01,-96.58,-31.52,-59.61,2.84,-67.92,-49.76,-80.52,-76.1,-44.01,84.38,88.11,-91.02,88.7,69.16,-59.53,49.78
3,f02.png,0.6114,0.3888,49735,0,34.6,84.51,-98.9,-85.48,-17.44,-79.7,38.65,-72.92,-50.59,-96.83,-40.04,-4.84,24.68,87.28,-99.72,71.84,46.34,-24.17,96.91
4,f03.png,0.6498,0.3504,32263,0,19.9,86.83,-98.06,-79.44,-14.18,-99.49,72.42,-77.02,-52.15,-96.83,-23.13,17.34,42.81,93.64,-99.92,80.2,20.88,-11.87,67.52
5,f04.png,0.5737,0.4266,49735,0,31.9,83.43,-92.12,-84.17,-18.22,-89.4,76.96,-76.14,-50.97,-96.3,-29.72,5.38,40.41,93.83,-99.69,86.82,20.35,-5.63,67.75
6,f05.png,0.5867,0.4136,49735,0,31.7,71.52,-99.88,-88.43,10.96,-90.44,89.72,-74.7,-48.03,-95.7,-32.64,-5.09,35.8,94.91,-98.31,87.15,14.47,1.72,72.89
7,f06.png,0.5755,0.4249,51655,0,33.1,83.62,-99.98,-87.31,4.31,-100.62,97.43,-72.54,-54.62,-96.83,-38.98,-8.91,22.79,88.5,-90.66,71.0,15.95,-61.99,61.84
8,f07.png,0.5783,0.422,27073,0,18.5,86.65,-100.0,-96.13,-4.04,-111.75,89.57,-73.3,-49.94,-96.61,-40.59,-18.27,29.16,92.72,-99.67,84.73,18.46,-2.72,44.88
9,f08.png,0.5557,0.4447,49735,0,31.9,85.78,-99.75,-96.25,-17.99,-128.36,52.63,-75.91,-56.72,-96.83,-30.93,5.02,24.12,88.5,-99.92,74.88,17.48,-57.9,18.63
10,f09.png,0.5592,0.4411,34759,0,21.8,82.3,-99.9,-96.61,-3.09,-122.9,50.1,-72.83,-50.25,-95.88,-43.39,-23.61,28.05,91.72,-99.83,90.25,62.41,-45.63,-9.35
11,f10.png,0.6507,0.3495,32839,0,20.5,86.14,-97.85,-93.87,-11.11,-138.2,48.79,-74.77,-54.19,-96.83,-26.43,4.82,43.68,88.57,-97.78,64.75,57.12,-13.04,-7.47
12,f11.png,0.5657,0.4347,49735,0,32.0,84.01,-98.82,-95.78,-14.76,-120.13,45.19,-73.0,-56.2,-96.82,-33.27,-13.19,25.84,88.62,-91.17,63.23,49.9,-18.24,54.11
13,f12.png,0.5702,0.4301,49735,0,31.6,83.54,-98.31,-89.42,-21.58,-96.33,32.65,-73.58,-48.37,-96.83,-41.85,-16.48,23.27,92.42,-99.97,87.86,21.92,-3.4,99.08
14,f13.png,0.5408,0.4595,49735,0,32.1,83.53,-98.37,-89.21,-22.29,-96.4,32.79,-74.0,-62.33,-69.02,-56.99,-6.54,20.94,92.42,-99.97,87.86,21.92,-3.4,99.08
15,f14.png,0.5088,0.4915,49735,0,32.3,82.15,-85.38,-90.67,-37.07,-108.77,31.94,-78.28,-63.19,-72.28,-44.3,1.88,20.81,94.35,-97.79,88.95,21.98,0.67,98.47
